monkey_id;b0;b1;b2;b3;b4;b5;b6;b7;b8;b9;b10;b11;b12;b13;b14;b15;b16;b17;b18;b19;b20;b21;b22;b23;b24;b25;b26;b27;b28;b29;b30;b31;b32;b33;b34;b35;b36;b37;b38;b39;b40;b41;b42;b43;b44;b45;b46;b47;b48;b49;b50;b51;b52;b53;b54;b55;b56;b57;b58;b59;b60;b61;b62;b63;b64;b65;b66;b67;b68;b69;b70;b71;b72;b73;b74;b75;b76;b77;b78;b79;b80;b81;b82;b83;b84;b85;b86;b87;b88;b89;b90;b91;b92;b93;b94;b95;b96;b97;b98;b99;b100;b101;b102;b103;b104;b105;b106;b107;b108;b109;b110;b111;b112;b113;b114;b115;b116;b117;b118;b119;b120;b121;b122;b123;b124;b125;b126;b127;b128;b129;b130;b131;b132;b133;b134;b135;b136;b137;b138;b139;b140;b141;b142;b143;b144;b145;b146;b147;b148;b149;b150;b151;b152;b153;b154;b155;b156;b157;b158;b159;b160;b161;b162;b163;b164;b165;b166;b167;b168;b169;b170;b171;b172;b173;b174;b175;b176;b177;b178;b179;b180;b181;b182;b183;b184;b185;b186;b187;b188;b189;b190;b191;b192;b193;b194;b195;b196;b197;b198;b199;b200;b201;b202;b203;b204;b205;b206;b207;b208;b209;b210;b211;b212;b213;b214;b215;b216;b217;b218
q38;100000.00;100182.78;100330.34;100769.10;100564.20;101003.07;101441.97;101240.50;101815.13;101611.52;101416.82;101219.59;101434.57;101235.32;101033.51;100831.25;100621.00;101064.88;100865.59;101207.75;101472.12;101768.55;101568.84;101616.29;101419.53;101541.84;101682.99;101479.32;101921.39;101692.84;101785.43;101586.21;102064.31;102071.77;101941.96;101880.47;101681.92;101483.04;101914.48;102431.03;102231.20;102035.26;101829.53;101629.99;101636.25;101642.79;101446.88;101721.84;101521.87;101841.53;101648.45;102095.05;101889.11;101685.97;101486.17;101280.77;101723.91;102109.98;102553.10;102353.33;102161.24;102248.41;102048.82;101849.63;102010.69;101969.32;101773.34;101565.87;101367.67;101805.71;101613.99;102183.77;101985.03;101785.39;102352.81;102436.04;102536.51;102617.24;102417.46;102221.73;102281.90;102261.36;102061.38;102070.42;102346.36;102532.07;102332.43;102130.21;102568.82;102369.32;102808.25;103248.06;103035.94;103063.40;103099.16;103671.85;103612.88;103410.06;103204.09;103004.42;103093.15;103305.51;103104.03;102898.46;102698.59;102499.17;102303.16;102091.44;102530.79;102325.61;102767.64;102564.24;102643.41;103223.10;103290.45;103093.96;102894.69;103002.46;103114.09;103114.09;103553.22;103347.35;103792.95;104349.74;104658.68;104462.46;104662.92;104467.01;104639.44;104443.56;104248.07;104441.95;104500.76;104490.49;104290.65;104091.13;104111.89;104116.13;103911.25;103712.20;103513.45;103304.94;103883.35;104444.98;104236.69;104037.17;103824.90;103635.72;104210.87;104629.13;104928.84;105065.35;104865.84;105178.21;105500.73;105301.31;105103.07;104903.41;104703.41;104500.74;104300.82;104739.93;104534.50;104334.88;104135.26;103933.58;103728.09;103529.40;103797.15;103597.55;103397.80;103419.18;103385.29;103627.75;103937.35;103812.07;103613.19;104188.58;104351.87;104152.01;104728.35;104529.28;104407.84;104210.95;104721.52;104522.48;104960.51;104762.49;104566.10;104669.51;105111.16;105550.31;105351.65;105351.65;105149.07;104951.17;104754.54;104659.73;104457.88;104258.66;104700.89;105140.56;104935.45;104725.14;104525.64;104326.87;104116.22;103917.34;104364.10;104165.60;103963.75;104405.97;104210.92;103977.23;104540.50;104327.09;104128.19;103932.09;103884.69
q39;100000.00;100265.84;100303.41;100103.98;99898.84;100337.72;100138.21;100213.65;100008.38;100218.10;100023.68;100466.04;100536.61;100337.36;100912.33;101217.85;101007.25;101451.31;101889.74;101688.46;101483.83;101284.27;101084.56;101650.41;101453.82;101769.18;101559.25;101355.22;101796.48;101574.40;101372.70;101173.49;101400.44;101397.72;101362.12;101343.93;101145.38;100946.50;100742.77;101322.41;101122.58;100926.10;100836.90;100637.36;100682.54;100488.53;100291.97;100081.79;100521.72;100314.10;100759.18;101205.11;100999.83;100797.05;100597.25;100392.36;100195.58;100284.36;100087.64;100527.13;100334.47;100135.14;99935.55;99736.36;99527.10;100090.74;99894.53;99687.49;100262.27;100700.31;100508.06;101078.39;100879.65;100680.01;100475.36;100277.20;100077.63;100388.18;100827.71;100631.66;100431.80;100400.16;100200.18;100128.04;99929.26;99730.23;100169.44;99967.56;99768.19;99768.19;99568.68;99368.77;99158.37;98960.04;98757.82;98556.37;98359.94;98157.38;97951.91;97752.24;97996.36;98146.37;98164.77;98473.83;98273.95;98074.53;97878.05;98049.04;97978.92;97774.95;98216.29;98012.49;98251.66;98311.84;98104.24;97908.27;97908.27;97984.92;97781.96;98220.97;98021.37;98545.51;98353.76;98549.00;98349.71;98793.01;99362.09;99166.59;99582.86;100025.17;99830.05;99630.77;99598.93;99400.57;99200.73;99639.66;100218.93;100012.53;100004.62;100442.54;100243.79;100034.11;100233.72;100386.94;100177.18;99977.66;99763.11;99575.75;100150.90;100416.12;100683.43;100770.46;100875.40;100914.00;101270.95;101204.24;101125.37;101391.12;101191.12;101370.98;101171.06;101156.97;100950.62;100751.00;100551.38;100940.42;100951.50;100981.54;100980.81;100781.21;100581.46;100381.72;100181.93;99982.34;100127.50;99925.64;100200.66;100390.99;100488.96;100501.03;101077.37;100878.30;101091.39;100894.72;100692.36;100493.32;100294.21;100096.18;100537.87;100599.49;101041.40;101480.54;101281.88;101082.84;100879.99;100682.09;101125.44;100922.21;100720.09;100520.88;100963.40;101403.07;101970.39;102537.81;103116.36;103692.81;103482.07;103283.18;103090.47;102891.97;103102.50;103544.05;103348.67;103888.31;104113.75;103900.61;104338.18;104142.15;104181.97
q40;100000.00;100064.47;100165.64;100252.42;100274.43;100074.94;99875.44;100051.59;99999.16;100089.85;99969.65;99772.23;99570.36;100008.71;99806.04;99924.57;100118.20;99925.55;100363.97;100162.07;100620.88;100515.06;100315.35;100103.27;99907.28;100118.22;100324.60;100894.30;100698.27;100472.28;100270.12;100270.12;100067.82;99864.68;100322.53;100685.98;100629.89;100613.76;100409.11;100209.23;100648.85;100452.85;100644.43;100444.89;100239.72;100684.45;101125.98;100913.15;100713.18;100503.88;100311.07;100118.08;100689.04;100740.10;100931.40;100989.87;100993.24;101349.83;101153.36;100953.59;100761.34;100832.21;100632.62;100433.43;100224.04;100789.12;100592.76;100748.37;100744.49;100545.39;100352.68;100147.00;100091.53;99891.89;100142.21;100062.87;99996.87;100573.70;100373.92;100177.90;100574.68;100794.94;100594.96;101033.66;101307.38;101568.04;101368.40;101166.41;101605.02;102043.92;102043.92;101844.01;101632.66;102207.83;102005.20;101803.22;101607.36;101404.31;101977.72;101778.05;101567.04;101354.25;101152.61;100946.55;101386.29;101186.87;101120.12;101381.85;101821.20;101892.04;101695.95;101722.18;101871.68;101671.78;101816.85;101620.26;102058.64;102193.78;101991.34;101791.79;101592.20;101712.78;102157.79;102218.13;102018.84;102461.52;102255.99;102698.14;102775.96;103217.80;103022.16;103479.59;103904.34;104202.04;104641.68;105080.61;104880.86;105217.01;105130.97;105568.89;105370.14;105347.15;105147.70;104936.59;104728.49;105307.10;105095.08;104905.55;105480.70;105672.51;105883.43;106034.44;105834.92;105880.07;105741.90;105542.48;105344.24;105730.95;105530.95;105632.25;105432.33;105232.73;105027.39;104827.77;104628.15;104426.36;104220.67;104021.98;103822.55;104209.97;104093.87;104167.31;103967.52;103767.93;103571.39;103677.32;103478.44;103546.93;103335.65;103135.80;102937.06;103375.00;103943.73;103747.22;103544.59;103982.49;104420.52;104222.50;104026.79;103824.78;103628.72;103429.10;103230.44;103668.32;103465.16;104039.07;103842.87;104418.14;104416.54;104217.32;104659.74;104459.89;104772.89;104562.82;104562.82;104364.04;104512.75;104313.86;104120.56;104696.21;104494.68;104935.94;104740.06;104511.81;104298.68;104690.96;104492.06;104295.56;104470.03
q41;100000.00;100048.25;100164.31;100217.89;100269.36;100194.09;99994.58;100197.54;100134.30;100279.17;100264.35;100066.93;99865.06;100303.41;100100.74;100180.60;100484.91;100292.27;100092.98;99891.09;100441.87;100329.54;100129.83;99917.74;99721.75;99933.60;100159.51;100729.23;100533.20;100307.20;100293.72;100094.50;99892.18;99689.02;99490.55;99884.74;99859.26;99926.66;99722.04;99522.16;99322.33;99126.35;99320.52;99120.98;99036.29;98843.37;99284.90;99072.07;98872.10;98662.77;99109.01;98916.01;99486.97;99740.53;99963.13;99978.73;99937.65;100320.36;100323.75;100123.98;99931.71;100107.44;99907.85;99708.66;99499.29;100020.12;99823.76;100229.69;100235.15;100036.05;99843.35;99637.65;99522.07;99522.07;99670.53;99602.09;99522.29;100099.11;99899.33;99703.32;100085.69;100359.04;100159.06;99959.65;100161.91;100456.69;100257.05;100055.07;100493.68;100932.58;100987.75;101427.56;101216.19;101791.35;101588.71;101386.75;101190.94;101355.90;101929.29;101729.62;101518.67;101305.90;101104.24;100898.20;100698.33;100498.91;100302.96;100650.05;100450.35;100616.20;100420.11;100385.36;100584.34;100384.45;100570.30;100373.72;100812.10;100931.36;100728.94;100529.39;100329.79;100463.87;100271.05;100333.80;100134.51;100577.18;100371.66;100813.81;100926.57;101368.42;101172.79;101750.69;102178.10;102482.83;102482.83;102921.76;103200.58;103516.43;103494.52;103932.44;103733.69;104299.12;104099.67;103888.54;103680.45;104259.05;104047.02;103857.47;103659.14;104237.99;104039.36;103837.38;104415.97;104423.31;104302.80;104753.57;104555.33;105051.02;104851.03;104988.08;105427.89;105867.00;105661.65;105462.03;105901.18;105898.08;105692.45;105493.76;105294.33;105094.73;104894.98;104695.24;104495.45;104295.86;104099.32;104239.34;104040.46;103842.05;103630.79;103430.93;103232.19;103242.84;103811.59;103615.07;103412.56;103213.52;103651.55;103453.53;103895.72;103693.84;103497.75;103936.90;103936.10;104373.97;104170.85;104744.77;104548.66;104345.35;104521.93;104322.71;104765.11;104565.26;104360.09;104150.05;104135.81;104712.26;104830.18;104631.30;104438.00;104367.57;104939.28;105380.54;105184.66;104956.39;104743.26;105109.66;104910.76;104714.25;104922.80
q42;100000.00;100222.43;100021.17;100459.93;100254.31;100693.18;100493.68;101067.64;101092.99;101663.46;101601.38;101404.42;101202.13;101640.48;101582.02;101897.12;102000.05;101806.36;101607.07;101839.52;101634.81;101435.25;101874.59;101664.00;102105.58;101900.24;101688.52;101839.44;101643.22;102083.82;102088.42;101889.21;101917.44;101714.52;101516.05;101314.79;101890.58;102467.34;102262.86;102842.51;103282.12;103085.92;103234.52;103673.50;103678.60;103684.40;103488.14;103553.14;103484.79;103503.62;103445.29;103346.61;103380.57;103177.81;102978.01;103313.22;103116.34;102910.82;102714.12;102514.35;102321.34;102122.01;101922.42;101723.23;101514.96;101302.96;101106.35;101679.61;102132.71;101933.61;101740.45;101901.16;101702.42;102022.58;102309.65;102111.49;101911.92;101713.01;102152.54;102593.39;102393.53;102195.00;101995.02;102011.02;101812.24;101613.22;101413.58;101650.01;101450.64;101889.54;102328.47;102768.28;102557.74;102553.51;102351.24;102205.93;102331.32;102128.72;102082.82;101883.15;101845.17;101938.88;101737.61;101532.25;101332.37;101771.08;101575.00;101364.02;101803.37;101854.39;101658.36;101855.26;101645.63;101445.74;101239.06;101681.98;102120.36;101909.75;102346.42;102146.87;102586.00;102379.78;102187.96;102744.69;103023.77;102827.52;102621.62;102425.59;102545.73;102987.51;102791.80;102592.52;102690.38;103265.63;103705.26;104144.19;104723.46;105017.15;104812.71;104613.66;104414.91;104207.07;104007.62;104008.46;104217.42;104480.27;104628.81;104665.77;104833.31;104926.16;104862.14;104999.16;105241.05;105318.90;105306.85;105107.43;104909.19;104709.53;105149.51;104945.96;104746.04;104546.44;104656.36;105095.54;104895.92;105153.91;105213.10;105014.41;104814.98;105336.09;105136.34;105245.25;105245.25;105045.67;105488.31;106003.58;106214.68;106464.90;106581.36;106381.51;106488.61;106926.56;106721.22;107164.18;107738.59;107539.55;107340.44;107346.36;107150.61;107568.36;107372.48;107172.86;107400.27;107201.23;107234.55;107036.65;106840.58;106637.13;106434.81;106235.60;106039.89;105840.04;106205.96;106219.00;106019.50;105820.72;105609.09;105410.20;105218.06;105019.55;104817.45;105259.41;105064.41;104829.01;105070.60;105420.29;105221.39;105025.59;105194.77
q43;100000.00;100575.98;101112.03;100912.60;100924.60;100800.61;101239.51;101038.02;100832.79;101003.79;100809.29;101251.58;101827.25;101628.00;102055.48;102291.70;102293.28;102737.23;102573.24;102372.13;102167.84;101968.28;101768.57;101558.85;102000.07;101795.28;102362.40;102286.41;102089.93;102237.93;102106.12;102559.98;102358.21;102563.72;102365.25;102164.42;101965.87;101766.99;101563.23;101469.89;101270.06;101710.94;101505.92;101306.38;101101.60;100908.28;101349.47;101137.99;100938.02;100730.13;101175.43;101621.66;101416.09;101213.05;101013.25;100807.72;100611.16;100405.02;100848.19;100648.42;100456.18;100256.85;100057.26;99858.07;100426.16;100213.68;100016.99;100077.27;99879.07;100317.11;100123.96;99918.71;100182.53;100761.49;101330.20;101332.86;101911.59;102488.42;102288.64;102092.35;101892.49;101693.96;101493.98;101932.68;101733.90;101890.71;101691.07;101489.27;101927.88;101728.38;101728.38;101528.47;101913.26;102205.83;102528.37;102621.42;102424.89;102445.79;102240.61;102040.94;102261.32;102050.70;102074.94;102382.56;102182.68;101983.26;101787.87;102033.70;101834.00;101801.82;101869.59;101666.02;101654.80;101868.95;101980.57;101784.38;101585.12;101573.58;101557.95;101358.40;101158.81;101624.21;101548.12;101614.51;101415.22;101219.35;101788.64;102231.23;102033.08;101837.48;101642.34;101833.81;101989.02;101790.66;101590.82;102029.75;101830.00;101623.63;101417.74;101218.70;101019.94;101520.85;102099.27;102658.87;102735.61;102963.71;103169.99;102981.93;102783.60;102584.00;102385.37;102381.67;102792.16;102835.07;102861.21;103439.54;103601.25;103662.62;103662.62;103651.29;103451.37;103629.60;103565.51;103365.89;103497.92;104070.95;104286.00;104087.31;104369.70;104170.10;104609.56;104409.82;104210.03;104649.12;105091.37;104889.52;104690.64;104492.23;104280.89;104081.03;103882.29;104320.23;104115.43;103918.90;103716.21;103697.30;104135.33;103937.31;103741.47;104312.76;104273.19;104073.57;104649.67;104701.75;104862.99;104665.09;104468.69;104500.87;104298.86;104099.64;104542.06;104342.21;104226.48;104015.93;104594.48;105170.92;105444.34;105245.45;105052.77;104854.27;104970.11;105067.18;104871.64;105030.02;105149.26;104936.20;105373.77;105817.02;105618.50
q44;100000.00;99801.39;100065.03;100503.79;100298.65;100737.52;100737.52;100734.77;100529.35;100723.23;100529.28;100971.86;100968.78;101407.13;101204.75;101002.02;101569.52;101376.04;101176.75;100975.36;100770.49;100950.19;101389.53;101178.75;100982.56;101221.83;101788.15;101892.63;102334.09;102110.85;102279.49;102248.18;102046.23;102197.54;101999.07;101798.00;101909.79;101737.18;101533.20;101333.32;101133.49;100937.20;101297.60;101736.58;101532.26;101976.15;102417.23;102206.21;102006.24;101798.59;102243.72;102049.45;102432.87;102558.34;102558.34;102847.23;102650.17;102445.00;102887.68;102687.91;103131.68;103131.68;102932.10;102732.91;102524.71;102312.95;102116.29;102456.19;102501.03;102301.93;102108.67;102099.15;102675.50;102475.86;102271.83;102464.11;102652.85;102823.37;102623.59;102427.29;102322.60;102124.08;102564.04;102429.37;102230.59;102031.56;101831.92;101630.16;102068.77;102507.67;102946.60;102746.69;102536.24;102337.91;102135.48;101933.70;102375.32;102172.46;102261.00;102061.33;101850.50;102416.18;102214.03;102478.53;102278.65;102717.36;102521.68;103082.20;102882.50;103175.55;103617.40;103414.30;103440.34;103594.83;103563.90;103367.12;103805.50;103597.60;103395.38;103195.83;102996.23;103318.85;103125.73;102907.77;102708.48;102511.97;103082.56;103077.84;103363.13;103356.52;103160.60;103123.87;103129.01;103207.55;103007.71;102808.19;102768.63;102700.29;102880.42;102892.54;102693.79;102486.56;102523.81;102602.68;102630.40;103209.01;103584.61;103663.97;104128.84;104291.48;104666.21;105043.75;105263.16;105455.19;105248.43;105391.03;105401.29;105201.63;105641.61;105438.32;105238.40;105238.40;105620.99;106060.17;106499.32;106580.50;106374.10;106175.41;106753.76;107195.90;106996.15;107350.78;107486.98;107430.96;107409.74;107400.58;107201.70;107003.29;106790.97;106591.11;106392.37;106193.30;106376.95;106180.66;105977.91;105778.87;106216.90;106208.70;106650.74;106448.98;106253.15;106692.30;106493.64;106294.60;106091.28;106548.75;106352.76;106149.24;106721.14;107197.66;107002.01;106802.16;106884.53;107016.68;107231.45;107292.77;107252.64;107053.76;106861.40;106662.90;106460.91;106265.69;106205.29;106745.86;106531.45;106556.94;106358.04;106161.93;105963.41
q45;100000.00;100128.06;100701.06;100501.63;100626.27;100426.78;100865.68;100664.28;101004.38;100999.51;101444.26;101886.44;101684.34;101485.09;101283.13;101080.75;100869.83;101314.03;101752.45;101551.05;101780.44;101580.88;101381.17;101170.83;100974.55;100768.93;101333.84;101128.84;100932.77;101486.16;101772.68;102093.82;102072.15;102649.11;102746.93;102893.58;102695.03;102496.15;102292.36;102227.57;102027.74;101831.26;102404.46;102204.92;102186.99;102178.12;102619.02;102408.67;102848.61;102945.56;102751.36;102556.79;102670.78;102468.34;102773.32;102926.15;102728.96;102751.91;103194.33;102994.56;103110.08;103204.08;103386.16;103549.78;103589.58;103378.99;103183.16;103440.91;103480.07;103918.11;104364.24;104157.35;104733.70;105181.61;105364.53;105275.37;105163.04;104964.14;105020.40;104824.79;104624.93;104426.41;104226.43;104027.03;104461.29;104698.54;104498.90;104296.52;104735.13;104535.63;104336.12;104775.93;104838.39;105289.00;105677.22;106157.71;106599.56;106605.11;106398.64;106837.89;107398.96;107437.58;107235.72;107029.37;106829.50;106630.08;106434.38;106221.93;106661.27;107229.20;107033.64;106830.07;106619.25;106621.09;106699.61;106503.38;106304.11;106655.93;106918.10;106718.55;106518.95;106312.79;106758.39;106537.39;106568.33;106372.24;106775.98;106580.10;106472.87;106277.04;106081.59;106087.67;106659.15;107234.40;107034.56;106835.04;106635.29;106429.79;106710.28;107148.20;106949.45;106740.63;106948.47;107069.17;106859.82;106660.30;107220.94;107032.49;106834.16;106866.57;106882.63;106680.32;106480.81;106546.56;106340.39;106140.97;105942.73;105942.73;105742.74;106318.57;106118.65;105919.05;106207.54;106249.77;106050.15;106148.72;106079.84;106246.81;106047.38;105847.78;105648.03;105866.18;106014.84;106037.33;106076.10;106118.34;105919.46;105721.05;105821.33;105828.00;105629.26;106067.20;106279.58;106082.90;105880.54;105681.50;105482.39;105284.37;105726.07;105806.00;105609.73;105410.11;105986.22;105892.98;105690.33;105492.43;105935.44;105732.50;105530.63;105331.41;105135.22;104935.37;104730.51;104520.96;104933.53;105353.88;105481.68;105826.52;105633.10;105434.59;105233.17;105037.45;105479.04;105250.17;105332.05;105635.50;105436.60;105879.73;106254.60
q46;100000.00;99801.39;99600.38;99518.21;99313.08;99751.96;99552.45;99449.19;99243.76;99039.46;99485.01;99927.48;99725.02;99525.77;99323.41;99899.48;100466.69;100273.35;100074.06;99872.68;99667.78;99468.22;99268.51;99057.73;98861.54;98656.08;98978.00;99269.87;99409.96;99186.62;99560.98;99567.99;99366.04;99481.93;99481.93;99280.86;99082.31;99256.45;99319.20;99119.32;98919.49;99116.35;99689.30;100128.29;99923.97;100367.88;100457.17;100752.08;100788.12;101356.61;101162.65;100968.39;101397.64;101593.80;101755.22;101550.88;101353.81;101329.20;101132.31;100932.54;100739.40;100540.07;100540.07;100340.88;100132.65;99921.15;99724.47;99951.38;100227.89;100028.79;99835.53;99823.31;99624.57;100203.53;100772.26;101346.92;101925.65;102502.48;102302.70;102106.43;102209.81;102073.97;102131.53;101932.13;101982.79;102035.76;102474.97;102273.23;102711.83;103150.73;103589.66;104029.47;103818.92;103620.59;103418.14;103583.25;103387.17;103589.26;103383.22;103183.55;102972.87;103538.57;104110.15;103903.79;104343.53;104782.24;105224.26;105784.80;105585.10;106153.85;105957.84;105754.77;105840.09;106419.78;106484.48;106287.70;106088.44;105880.44;105678.19;106117.20;106117.20;106688.34;106495.17;106277.16;106077.87;106520.45;106385.92;106189.65;105991.50;105795.18;105599.26;105684.44;105784.82;105747.62;106187.25;106626.18;106731.52;106833.21;106629.15;106556.61;106611.44;106404.24;106204.79;105989.89;106062.16;105862.64;106422.16;106234.91;106036.58;106547.32;106709.17;107115.81;107547.03;107756.70;107919.83;108228.97;108370.73;108171.07;108611.05;108407.78;108207.86;108008.27;107927.20;107727.58;107727.58;107525.33;107640.51;107441.82;107242.39;107821.22;107621.47;108200.72;108574.97;108375.39;108179.04;108180.31;107981.43;107783.02;107570.75;107370.89;107172.15;106973.08;106767.94;106571.59;106368.83;106169.79;105970.68;105772.66;105576.87;105375.17;105817.47;105617.85;105419.19;105220.15;105794.39;105596.49;105400.58;105560.98;105358.60;105936.31;105740.71;105729.55;105994.55;106060.32;106449.72;106779.67;106626.15;106740.80;107187.97;106989.47;106787.48;107229.22;107179.49;107169.36;106954.96;107061.78;106862.88;106666.78;106849.57
q47;100000.00;99801.39;100374.10;100812.85;100607.46;100407.97;100208.47;100782.26;100576.65;100372.29;100818.06;100621.39;101196.75;100997.50;100795.36;100592.77;100381.52;100187.83;100626.26;100645.43;100440.83;100241.27;100041.56;99831.65;100272.89;100845.34;101075.56;101061.52;100864.91;100865.73;100809.67;101098.55;100896.92;101001.59;101014.02;101041.90;101220.81;101397.91;101520.03;101320.15;101120.32;101058.16;100853.88;101292.86;101086.98;101532.45;101336.78;101617.64;102057.58;101847.82;102294.35;102101.35;102183.39;102079.99;102038.46;101832.83;101636.50;102033.46;101837.15;102276.64;102084.78;101885.45;101685.87;101486.68;101276.63;101708.53;102151.66;101944.50;101746.31;101547.21;101355.24;101148.84;100950.10;100750.46;100746.70;100752.02;100749.59;100781.22;101220.74;101662.16;101462.30;101263.77;101063.79;100864.39;100665.61;100878.18;100878.18;100675.83;100476.46;100276.96;100715.88;101155.69;100942.86;101518.03;101315.09;101690.21;102132.16;102707.94;102868.58;102668.91;103024.59;103196.75;102994.97;102788.81;102588.93;102389.51;102323.94;102884.73;102685.03;102480.04;102283.96;102172.18;102398.32;102978.00;103551.16;103354.62;103155.36;102947.12;102744.72;103183.73;103622.86;103417.08;103862.35;103946.74;103747.45;104190.66;104759.94;104564.23;104625.03;104429.14;104233.67;104034.39;103832.64;103634.28;103897.51;104336.44;104136.69;103930.72;103725.29;103526.25;103863.99;103950.57;103907.61;103851.25;103771.80;103939.73;104134.60;104080.96;104314.96;104402.51;104402.51;104200.35;104384.19;104483.06;104277.22;104077.80;104155.03;104734.02;104534.03;105110.07;104910.15;104781.25;104575.66;104575.66;104376.04;104174.23;104216.15;104792.36;105370.71;105807.26;105607.51;105803.03;105954.87;105755.28;105558.46;105555.66;105853.35;106059.89;106358.71;106428.35;106229.61;106667.56;106463.38;106266.54;106064.32;105865.28;105666.17;105468.15;105909.64;105708.45;106150.24;106589.38;106799.17;107237.05;107034.42;106836.52;106639.97;107215.63;107013.88;107013.88;107455.95;107256.10;107168.06;106958.73;107095.93;107073.12;107287.89;107202.60;107648.79;107725.10;107523.70;107964.83;108406.46;108177.45;107963.16;108056.64;107857.74;107661.67;107463.15
q48;100000.00;99801.39;99600.00;99400.57;99974.56;99775.07;99720.47;99717.61;99511.75;99307.19;99113.47;98916.79;98714.21;99152.56;99120.67;98917.87;98705.17;99150.25;99588.67;99386.92;99509.05;99937.12;99737.41;99824.76;99628.63;99506.82;99615.16;99410.22;99851.90;100276.13;100320.28;100337.07;100135.05;100033.97;100268.51;100277.24;100195.43;100772.20;101342.53;101526.27;101326.44;101130.07;101388.74;101827.73;101623.08;101429.70;101870.89;101659.33;102099.26;101890.92;101697.37;102143.99;101938.04;101735.00;102314.42;102884.79;102874.61;102668.86;103111.73;103551.22;103995.73;103900.70;103701.11;103501.92;103292.58;103857.76;103661.35;103973.08;104226.76;104027.66;103834.96;103906.01;103866.84;103915.10;103710.61;103809.54;103865.84;103666.93;103467.15;103271.12;103434.37;103548.56;103587.20;103387.79;103375.71;103456.30;103895.51;103693.51;103494.14;103294.64;103095.13;103534.94;103323.95;103899.11;104474.03;104499.97;104941.38;104738.70;104532.91;104333.24;104896.27;105297.77;105573.63;105591.52;106031.26;105831.84;105635.65;105637.23;105437.53;105232.93;105674.58;105471.75;105262.67;105842.36;106148.47;105951.71;105752.44;105598.71;105396.47;105196.92;105636.05;105430.75;105875.41;105657.33;105458.04;105261.46;105056.14;104860.14;104661.99;105103.96;105545.24;105345.96;105144.20;105369.45;105169.61;104970.09;104770.34;104564.57;104359.67;104797.59;104598.84;105163.47;105741.89;106301.71;106092.22;106670.82;107231.68;107681.35;107483.02;107283.42;107514.26;107508.95;108087.54;108210.60;108384.04;108184.62;107986.38;107786.72;108226.70;108024.01;107824.09;108263.20;108057.66;107858.04;107658.43;107456.76;107251.49;107052.80;107090.88;107035.22;106835.47;107414.72;107860.32;107660.74;107463.81;107699.16;107732.68;107732.68;107522.83;107794.32;107814.12;107615.05;107704.51;107507.49;107476.98;107557.00;107549.28;107836.52;108277.85;108410.53;108526.39;108537.15;108338.49;108251.34;108304.63;108106.73;107909.79;107707.23;107504.56;107305.35;107110.03;106910.18;107150.42;106938.51;107517.06;108093.51;108162.74;108082.97;108160.61;108658.11;109102.96;108907.94;108712.79;108478.25;108644.63;108970.21;108771.31;108575.58;108377.06
max;100000.00;99801.39;99600.23;100038.99;99833.33;99633.84;99434.33;100007.97;99802.12;99597.74;100043.61;99846.81;100422.18;100222.93;100020.80;100597.11;100385.90;100192.13;99992.84;100565.60;100695.08;100495.52;100934.86;100724.93;100528.36;100653.65;100443.53;100239.50;100042.90;100599.67;100398.17;100540.37;100605.24;100709.49;100801.15;101089.77;101295.48;101376.39;101308.87;101458.36;101331.59;101213.32;101009.03;101448.02;101446.71;101254.54;101058.83;101241.29;101681.23;102247.62;102055.05;101862.00;101757.74;101743.61;101543.81;101338.12;101141.71;101522.03;101325.68;101125.91;100934.00;100934.00;100734.42;100535.23;101102.20;101471.60;101914.73;101937.71;101739.51;102177.55;102623.11;102416.81;102218.07;102797.03;103228.98;103273.48;103317.47;103118.57;103558.09;103999.50;103799.64;103601.11;104041.08;104479.78;104450.83;104251.81;104052.17;103849.83;104288.44;104727.34;105166.26;104966.36;104753.57;104555.24;105029.61;104827.51;104631.82;104918.77;104972.18;104772.51;104986.02;105080.55;104878.78;104672.56;104472.68;104409.32;104213.46;104615.78;104416.08;104211.09;104015.00;103811.87;103910.03;104489.72;104852.57;104655.98;104456.72;104248.56;104046.10;104485.11;104285.52;104079.64;104525.15;104304.62;104105.33;104548.48;104342.07;104146.34;104173.51;104615.53;104688.17;104488.89;104287.13;104455.63;104895.27;105334.20;105134.45;104928.40;105496.36;105297.31;105425.25;105989.96;106234.24;106454.54;106245.71;106342.27;106129.69;105940.79;106021.17;105821.57;105622.94;105420.78;105519.54;105321.27;105115.38;105214.09;105788.98;106367.98;106167.99;106724.57;107164.37;107603.48;107397.85;107837.03;108276.18;108439.19;108233.63;108809.84;109216.02;109508.52;109308.77;109501.29;109668.93;110108.02;109911.19;110203.26;110529.12;110556.35;110586.40;110386.54;110187.80;110625.74;111195.02;111213.77;111011.58;111449.48;111887.51;111689.49;112131.04;111929.80;111733.40;111627.13;111428.47;111866.35;112086.16;111888.26;111691.68;111947.07;111949.23;112177.41;111981.04;111781.19;111646.12;112215.47;112794.01;113370.46;113441.40;113242.51;113688.70;113490.20;113288.80;113729.95;113534.15;113305.28;113090.55;113248.41;113049.51;112853.39;112654.87
