monkey_id;b0;b1;b2;b3;b4;b5;b6;b7;b8;b9;b10;b11;b12;b13;b14;b15;b16;b17;b18;b19;b20;b21;b22;b23;b24;b25;b26;b27;b28;b29;b30;b31;b32;b33;b34;b35;b36;b37;b38;b39;b40;b41;b42;b43;b44;b45;b46;b47;b48;b49;b50;b51;b52;b53;b54;b55;b56;b57;b58;b59;b60;b61;b62;b63;b64;b65;b66;b67;b68;b69;b70;b71;b72;b73;b74;b75;b76;b77;b78;b79;b80;b81;b82;b83;b84;b85;b86;b87;b88;b89;b90;b91;b92;b93;b94;b95;b96;b97;b98;b99;b100;b101;b102;b103;b104;b105;b106;b107;b108;b109;b110;b111;b112;b113;b114;b115;b116;b117;b118;b119;b120;b121;b122;b123;b124;b125;b126;b127;b128;b129;b130;b131;b132;b133;b134;b135;b136;b137;b138;b139;b140;b141;b142;b143;b144;b145;b146;b147;b148;b149;b150;b151;b152;b153;b154;b155;b156;b157;b158;b159;b160;b161;b162;b163;b164;b165;b166;b167;b168;b169;b170;b171;b172;b173;b174;b175;b176;b177;b178;b179;b180;b181;b182;b183;b184;b185;b186;b187;b188;b189;b190;b191;b192;b193;b194;b195;b196;b197;b198;b199;b200;b201;b202;b203;b204;b205;b206
min;100000.00;100049.98;99850.23;99647.95;99441.61;99242.72;99039.82;98882.26;98682.55;98479.58;98277.58;98078.65;98292.29;98088.91;97882.19;98103.30;98311.30;98107.95;97908.66;97705.32;97503.07;97723.74;97940.97;98162.49;98384.52;98578.50;98375.92;98284.98;98232.27;98027.08;98248.35;98468.78;98430.06;98651.62;98873.55;99095.02;99316.52;99114.22;98915.29;98712.99;98507.78;98301.46;98184.94;97974.56;97775.28;97990.19;97786.91;97786.91;97584.88;97560.02;97360.69;97153.69;97271.19;97071.86;97289.82;97506.82;97467.86;97483.62;97283.85;97077.01;96875.01;97092.51;97109.49;96907.35;96708.56;96509.47;96309.61;96110.45;95911.50;95712.01;95932.50;95733.08;95951.70;95752.02;95969.32;96190.85;96285.11;96285.11;96082.43;95883.10;95680.51;95482.21;95700.06;95738.33;95538.55;95335.83;95137.26;95352.24;95507.37;95531.39;95325.08;95400.38;95202.16;95000.45;94797.98;95015.30;95141.67;94943.11;94743.40;94541.87;94335.96;94133.79;93930.43;94148.07;94369.27;94280.68;94070.45;93868.60;93669.29;93466.61;93268.20;93485.24;93283.10;93479.55;93281.01;93077.89;93298.56;93099.24;92895.98;93117.35;92919.07;92720.89;92942.15;92743.08;92543.38;92341.28;92137.79;91938.05;92154.73;91951.22;91752.84;91548.96;91345.90;91563.87;91785.42;92007.52;91808.25;91601.39;91398.42;91191.02;91411.92;91519.28;91604.74;91406.01;91206.27;91427.01;91227.45;91028.81;90829.92;90630.52;90432.24;90654.06;90455.61;90255.97;90428.78;90451.62;90253.36;90054.49;90275.98;90498.04;90718.69;90939.88;91066.01;91171.43;91111.87;91076.23;90876.23;90676.51;90477.21;90278.48;90499.55;90718.76;90781.55;91000.52;90801.84;91023.09;91175.85;91393.81;91450.03;91488.61;91709.21;91510.80;91727.10;91948.67;92165.32;91961.45;91956.93;91757.58;91974.84;92050.46;92271.62;92142.50;92359.93;92530.99;92331.39;92132.13;92345.41;92146.37;91947.47;91749.05;91536.12;91724.65;91521.60;91738.72;91942.01;92154.07;92259.83
q01;100000.00;99799.87;99799.87;99597.80;99591.64;99812.62;99610.05;99408.26;99208.55;99005.85;99223.10;99024.17;99237.60;99034.47;98828.17;98629.17;98415.91;98212.78;98434.20;98653.23;98773.58;98574.97;98373.35;98594.87;98816.91;99013.73;98811.42;98611.84;98777.84;98771.90;98572.76;98374.37;98595.44;98817.00;98617.26;98838.73;98908.78;98706.77;98927.80;99146.27;99193.13;99409.01;99357.72;99527.05;99593.45;99809.69;100027.81;99829.27;99626.69;99847.66;99801.63;100015.11;100084.50;100305.99;100523.54;100740.08;100540.24;100341.69;100141.93;100355.24;100571.83;100788.90;100589.88;100387.33;100188.54;99989.45;99789.59;99590.42;99391.48;99191.99;98993.54;99215.12;99433.28;99233.60;99031.06;98831.68;98632.97;98853.45;98650.24;98450.92;98247.80;98468.13;98265.34;98066.64;97866.86;97663.57;97884.20;97676.76;97824.68;97625.98;97418.14;97636.23;97733.94;97763.52;97980.89;98197.65;98415.29;98635.91;98436.20;98234.17;98027.41;97824.81;98042.99;98062.32;98283.52;98500.09;98289.01;98505.78;98727.24;98944.95;98868.25;98777.81;98994.87;99189.21;98990.66;98787.36;98588.77;98389.45;98606.79;98407.56;98627.86;98848.06;98648.92;98870.12;98897.19;98695.17;98491.96;98292.21;98089.32;97885.92;97863.85;98081.70;97878.73;98096.79;98318.34;98118.44;98249.56;98042.70;98259.87;98473.41;98483.32;98704.44;98924.79;99145.60;98945.86;99166.59;99388.33;99609.04;99650.38;99871.93;100092.24;100261.05;100062.60;99862.95;100084.80;100303.40;100105.14;100326.10;100547.59;100347.74;100149.15;99950.08;99750.29;99550.50;99351.10;99151.31;98951.31;98751.59;98552.29;98353.56;98154.59;97951.29;97752.68;97971.36;98192.11;98413.36;98584.98;98382.71;98599.74;98821.03;98856.93;98658.52;98456.19;98256.78;98054.02;97851.13;97649.07;97449.72;97246.52;97468.02;97268.97;97069.84;97288.04;97081.81;96882.22;97103.62;97012.31;96813.26;96614.37;96834.84;96624.52;96400.14;96197.92;95994.68;95779.52;95571.97;95373.51
q02;100000.00;100125.19;100253.21;100471.21;100265.38;100486.36;100283.76;100501.30;100723.19;100941.59;100739.98;100798.01;100800.13;100796.97;100591.27;100812.38;101021.58;100818.60;100619.31;100416.26;100214.31;100255.61;100252.51;100474.03;100696.06;100892.49;101110.90;101332.66;101321.19;101338.31;101139.17;100940.78;100741.82;100542.42;100764.36;100565.04;100786.54;100584.39;100385.46;100183.38;99978.85;100194.39;99995.61;100207.24;100177.73;100393.46;100190.47;99991.93;99790.33;99591.46;99488.03;99281.65;99079.45;98880.13;98677.02;98893.96;98694.12;98914.71;99136.67;99351.11;99567.89;99365.32;99166.30;98963.62;99184.49;99405.70;99205.84;99006.67;98807.73;99029.38;98830.94;98631.51;98849.83;98650.14;98447.92;98464.74;98266.03;98067.60;98285.52;98202.25;98420.23;98640.56;98670.51;98891.30;98691.52;98488.89;98290.32;98505.42;98302.53;98523.30;98738.55;98735.24;98537.02;98335.29;98357.96;98156.13;98152.79;98373.41;98595.30;98393.91;98188.43;98250.69;98469.56;98496.10;98297.02;98095.63;98307.57;98524.92;98325.61;98123.20;98343.66;98559.58;98775.95;98546.78;98767.39;98654.76;98654.76;98455.44;98631.43;98432.20;98233.92;98035.74;98035.74;97836.67;97831.32;98047.47;98264.80;98065.05;97861.86;98079.03;97880.66;97676.68;97473.54;97269.30;97490.85;97712.95;97745.51;97538.13;97334.83;97547.59;97348.78;97569.90;97371.58;97172.85;96973.11;96774.45;96574.89;96376.25;96177.36;95977.96;96198.28;95998.64;96219.14;96019.49;96241.34;96459.44;96679.73;96900.69;96789.41;97011.48;97232.13;97453.32;97253.52;97053.74;97234.58;97420.64;97439.62;97239.90;97040.60;96841.87;96642.89;96439.27;96480.78;96699.14;96919.89;97141.13;97362.04;97159.50;96957.64;96758.49;96704.67;96925.13;97142.26;97363.83;97581.18;97798.79;98015.65;98237.15;98033.86;98255.35;98056.30;97956.46;97752.73;97545.67;97346.07;97146.81;96938.51;96739.46;96739.46;96541.04;96749.10;96784.12;96581.44;96377.71;96161.16;96373.59;96594.11
q03;100000.00;99799.87;99600.12;99454.56;99670.73;99891.71;100110.46;99908.95;99709.24;99506.93;99305.58;99420.98;99216.50;99435.37;99229.94;99030.94;98817.76;98614.59;98836.01;98632.92;98430.88;98651.55;98449.64;98250.27;98050.44;98242.50;98460.40;98260.82;98062.05;98275.42;98496.69;98298.31;98099.35;97899.95;97700.21;97500.89;97301.53;97519.83;97740.87;97753.98;97549.40;97764.88;97985.75;98197.58;98245.88;98039.85;97836.88;98057.48;98275.02;98076.15;98164.86;98216.15;98202.69;98424.18;98221.61;98398.33;98465.63;98686.23;98908.19;99123.63;99339.93;99136.81;98937.79;98734.92;98955.78;98756.69;98653.08;98453.92;98254.98;98246.33;98466.82;98267.40;98063.85;98285.72;98502.50;98303.12;98104.41;97905.98;97702.69;97503.36;97300.16;97520.49;97737.85;97958.64;97758.86;97976.79;98197.43;98411.30;98207.87;98428.64;98221.09;98439.18;98659.43;98685.73;98482.72;98280.25;98076.91;98297.53;98519.42;98317.24;98530.32;98327.51;98123.44;98340.22;98141.14;97938.75;97726.04;97942.46;97982.22;97995.38;98215.83;98432.23;98648.98;98510.01;98311.47;98107.86;97909.26;98130.72;98163.18;98384.56;98330.94;98220.59;98021.45;98242.65;98169.27;98385.84;98579.65;98801.58;99018.87;98815.67;99036.08;98832.49;98629.68;98425.80;98226.40;98026.51;97827.24;97620.17;97417.13;97629.85;97723.52;97944.64;98164.98;98385.79;98186.05;97987.39;97787.83;97589.20;97390.31;97611.86;97832.17;97632.54;97853.04;98074.87;97875.21;97671.56;97891.85;98112.81;98334.30;98556.36;98777.01;98998.20;98798.41;98598.62;98578.22;98591.18;98519.57;98519.57;98320.27;98121.54;98342.61;98561.39;98580.62;98799.21;98600.53;98401.41;98395.61;98193.14;97991.34;98212.63;98433.24;98234.83;98032.18;98092.73;97889.82;98107.46;98324.44;98125.08;97921.85;97722.50;97523.45;97324.32;97120.80;96914.46;97136.23;97357.63;97572.37;97721.57;97928.37;97928.37;98138.38;97913.28;97710.88;97507.48;97292.25;97505.62;97307.16
q04;100000.00;99979.69;100012.13;100230.26;100237.48;100038.60;99884.29;99682.62;99482.91;99541.52;99339.94;99560.98;99583.00;99380.17;99174.53;98975.53;99185.30;99404.37;99428.08;99508.85;99307.14;99108.53;99326.12;99126.75;99117.84;98893.79;98691.41;98491.83;98293.06;98088.21;98309.48;98111.09;98332.16;98132.76;98092.96;98314.43;98535.93;98333.76;98206.94;98060.34;97855.95;97650.60;97451.83;97243.59;97044.31;97259.64;97056.30;97276.90;97074.94;96876.07;96676.74;96891.05;96688.62;96489.29;96285.71;96083.24;95883.40;95684.86;95906.82;96120.37;96337.26;96134.70;96134.70;95932.48;95887.60;96108.81;96330.88;96552.17;96773.23;96573.74;96659.11;96459.68;96256.87;96478.74;96276.81;96077.43;96298.21;96518.70;96736.94;96958.42;97099.54;97319.87;97537.87;97758.66;97558.88;97356.31;97157.74;97373.05;97591.69;97392.99;97186.98;97267.59;97375.36;97432.95;97533.61;97331.94;97257.41;97058.86;97280.75;97294.78;97509.72;97726.04;97943.76;97981.24;97782.16;97998.17;97785.53;98001.76;98223.22;98440.39;98577.32;98752.84;98969.46;99160.54;98961.99;98758.11;98777.82;98578.50;98795.60;98795.60;98597.32;98399.14;98200.00;98421.20;98440.03;98237.71;98034.17;97834.43;98051.22;97847.57;97649.20;97866.85;98083.60;97879.28;97679.88;97479.98;97479.98;97691.90;97488.41;97280.02;97500.92;97601.33;97821.68;98042.49;98264.43;98485.17;98706.91;98638.21;98523.46;98745.01;98546.73;98644.37;98445.92;98246.27;98046.61;97842.90;97957.21;98178.17;98369.25;98169.40;97970.81;97771.74;97571.95;97372.17;97279.47;97173.18;97137.77;97021.17;97021.17;96822.43;97043.50;97262.27;97482.94;97701.55;97922.30;98143.55;98267.13;98064.66;97862.83;97663.67;97465.13;97266.72;97063.85;97063.85;96860.75;96657.42;96454.95;96255.59;96051.82;96273.32;96494.48;96715.74;96933.73;97146.72;97368.50;97368.50;97160.52;97381.69;97386.13;97386.13;97594.22;97702.81;97919.31;98136.87;97920.73;97713.09;97709.70
q05;100000.00;100222.37;100241.66;100459.94;100254.51;100475.49;100694.21;100492.69;100292.98;100511.64;100729.28;100530.35;100745.46;100784.95;101000.75;101221.86;101010.59;100807.86;100778.49;100938.77;101156.82;101222.02;101439.95;101240.58;101462.61;101652.49;101449.30;101671.06;101891.93;102105.04;102326.31;102127.92;101928.96;101912.77;101713.03;101934.50;102156.00;101953.25;102174.29;102391.98;102605.06;102819.36;103040.23;103250.33;103471.74;103686.25;103682.51;103615.49;103413.23;103214.36;103015.03;102807.76;103024.62;102974.69;102771.22;102987.65;103209.69;103361.55;103361.55;103153.79;103370.38;103587.49;103610.63;103827.75;103710.46;103931.67;104153.75;104375.04;104596.10;104817.75;104619.31;104419.88;104216.64;104016.96;104233.93;104268.36;104303.22;104355.10;104572.90;104619.93;104676.49;104896.82;104694.41;104566.00;104366.22;104163.32;104383.95;104177.39;104395.66;104508.26;104723.16;104519.77;104321.55;104119.50;103916.79;103714.61;103511.43;103312.87;103113.16;102911.13;102703.91;102920.72;103138.88;103356.08;103345.85;103562.48;103351.17;103148.94;102949.63;102746.45;102548.04;102764.58;102561.94;102754.44;102716.70;102934.42;103155.09;103121.74;103339.26;103318.05;103119.77;102921.59;103142.85;103164.37;102964.67;103181.29;103399.10;103199.36;103416.55;103634.16;103854.57;103651.22;103448.67;103245.03;103045.63;102967.49;102768.22;102981.67;102778.89;102992.80;103213.70;103014.69;103235.04;103455.85;103479.60;103462.07;103462.07;103682.78;103483.89;103284.49;103504.80;103305.17;103106.72;102907.07;102707.41;102504.18;102305.92;102107.05;102328.54;102128.69;101930.10;102151.30;102050.50;101963.96;101817.02;101672.95;101536.64;101371.50;101241.36;101042.63;100843.65;101062.70;101283.37;101280.14;101081.46;100882.34;100941.49;100739.31;100537.81;100338.66;100140.11;99941.70;99739.22;99647.63;99444.87;99241.82;99039.56;98840.21;99058.03;98858.68;98851.35;99072.61;99290.67;99084.10;98884.51;98685.24;98477.04;98698.21;98499.32;98300.89;98287.87;98058.97;97856.22;97652.46;97436.28;97649.64;97870.16
q06;100000.00;99799.87;99600.12;99398.26;99192.65;99413.63;99211.15;99428.84;99650.74;99869.33;100086.91;100282.43;100497.50;100294.85;100089.42;100310.53;100098.37;100317.34;100538.77;100757.78;100975.61;100916.07;100824.39;100625.03;100847.06;100623.12;100492.69;100293.11;100094.34;99889.74;99939.72;99741.34;99542.38;99342.98;99143.24;98943.92;98744.57;98542.26;98763.29;98561.04;98774.87;98989.83;98791.05;98582.17;98382.89;98175.90;97972.08;98192.68;97990.46;98211.44;98012.11;98226.67;98024.44;97825.11;97622.12;97695.63;97495.79;97297.25;97519.21;97312.75;97529.99;97327.75;97128.72;96926.79;97147.66;96948.57;96748.71;96549.55;96770.61;96992.27;96793.82;96594.39;96391.62;96613.49;96610.34;96410.96;96631.74;96852.22;96649.79;96749.46;96821.58;96833.66;96631.67;96852.46;97074.43;97161.41;97337.54;97367.48;97586.26;97807.03;97601.26;97819.05;97895.07;98111.34;97907.97;98124.43;98341.83;98143.27;98365.16;98581.20;98793.96;99010.62;99154.48;98951.41;98752.33;98550.06;98577.70;98794.13;98594.82;98391.49;98193.08;97990.62;98207.33;97980.57;98201.18;98264.74;98066.14;97866.82;97663.15;97884.53;97686.25;97488.07;97288.93;97089.86;97311.75;97527.76;97324.11;97546.04;97342.69;97559.85;97361.47;97387.17;97603.95;97570.08;97441.24;97391.65;97613.05;97825.73;97949.39;97741.47;97962.37;97989.24;98209.59;98430.40;98652.34;98748.06;98766.14;98825.27;99046.26;98952.85;98754.57;98976.39;98913.45;98840.09;99061.94;99280.46;99500.75;99301.89;99301.89;99102.04;98903.45;98704.38;98926.37;99148.35;98948.94;98749.15;98549.15;98349.44;98150.14;97951.40;97752.43;97971.06;97971.06;97767.43;97988.18;98209.43;98430.34;98647.66;98445.73;98667.02;98468.47;98468.47;98265.74;98066.33;97863.32;98080.80;97878.35;97679.00;97896.66;98118.16;97919.11;97719.98;97937.92;97731.16;97952.94;98174.34;98388.65;98189.60;97990.71;98211.18;98420.23;98194.32;97991.76;98209.37;97993.58;98206.72;98226.57
q07;100000.00;99799.87;99600.12;99398.24;99192.74;99413.72;99553.81;99771.58;99993.48;100212.12;100225.09;100026.15;99821.46;99618.76;99413.32;99634.43;99422.25;99641.37;99508.23;99727.25;99525.46;99746.13;99963.79;99764.42;99717.38;99493.57;99291.31;99091.73;98892.96;98688.45;98489.31;98290.93;98091.97;97892.57;97692.83;97692.83;97493.47;97560.83;97781.86;97999.89;97795.03;97588.95;97390.17;97180.44;96981.16;96774.16;96570.56;96372.02;96169.96;96390.94;96612.41;96827.29;96625.29;96687.09;96905.35;97122.55;96922.71;96724.17;96524.40;96739.21;96733.16;96531.00;96331.98;96549.70;96350.91;96572.12;96794.19;97015.48;97236.54;97458.20;97678.69;97479.26;97276.62;97318.83;97536.47;97536.13;97575.88;97601.91;97399.49;97620.97;97839.34;97641.04;97704.61;97720.65;97942.62;98161.44;98382.07;98595.33;98391.57;98192.87;97984.68;98202.56;98422.81;98220.27;98213.02;98010.41;98154.22;97955.66;98177.55;98320.22;98113.07;97910.31;97706.24;97923.18;98144.38;98360.68;98148.46;98364.88;98165.57;97962.24;97763.83;97561.37;97358.53;97549.92;97351.38;97568.72;97789.39;97590.07;97807.21;97607.98;97409.70;97211.52;97344.14;97145.07;96945.37;97161.54;97248.86;97248.86;97465.68;97682.93;97582.07;97799.87;98016.76;98060.28;97860.88;97660.98;97461.71;97254.42;97471.39;97684.55;97716.48;97517.47;97319.15;97211.89;97129.53;97350.26;97572.00;97792.71;98013.69;98235.24;98455.56;98677.38;98897.88;99119.71;99341.56;99138.24;98939.98;98741.11;98541.77;98341.92;98143.33;97944.26;98166.25;98388.23;98188.83;97989.04;97789.04;97589.32;97390.02;97191.29;96992.32;96788.59;97009.26;96805.87;97026.62;97247.87;97049.05;96846.47;96644.53;96445.38;96665.98;96467.57;96684.50;96906.07;96702.92;96920.26;97136.83;97281.91;97499.73;97721.22;97684.85;97906.11;97866.80;97660.13;97881.91;98103.31;98095.47;98316.64;98329.61;98427.35;98536.72;98728.65;98526.06;98322.44;98528.23;98320.97;98541.48
q08;100000.00;99799.87;99600.12;99398.05;99192.08;98993.19;98790.41;98588.43;98388.72;98607.03;98726.30;98527.36;98741.93;98699.79;98493.98;98715.09;98819.97;98616.87;98417.58;98636.46;98434.52;98235.91;98453.36;98674.88;98896.91;99093.27;98890.81;99112.57;99333.43;99128.51;99179.46;98981.08;98782.12;98582.72;98804.65;98966.82;99188.32;99187.58;99187.58;99405.95;99620.23;99414.80;99216.02;99427.66;99228.38;99443.89;99662.90;99519.74;99317.99;99538.97;99411.89;99205.88;99423.41;99471.07;99268.40;99066.38;99288.43;99089.88;99016.18;98809.65;98607.68;98405.10;98206.08;98340.78;98561.64;98782.85;99004.93;99226.22;99027.27;98827.78;98629.34;98429.91;98426.46;98226.78;98024.12;97824.74;97626.03;97427.60;97224.55;97025.22;96822.14;97042.47;97259.99;97061.29;96861.51;96658.56;96459.99;96253.50;96050.37;95979.70;96194.63;96413.33;96215.11;96432.30;96229.79;96447.07;96244.34;96464.96;96686.85;96485.34;96699.79;96497.77;96294.52;96092.19;96046.49;96263.48;96053.77;96137.51;96226.90;96341.97;96329.95;96315.50;96381.97;96160.94;96165.60;96383.91;96604.58;96826.04;96949.20;97170.57;96972.29;96774.11;96574.98;96796.17;97018.06;97234.13;97451.37;97604.28;97401.05;97618.13;97419.76;97215.66;97012.36;96993.98;97215.53;97437.63;97659.04;97871.45;97668.09;97880.80;97681.99;97903.11;98123.46;98078.88;98109.49;97910.83;97711.27;97512.64;97313.75;97535.30;97337.02;97558.84;97360.39;97160.74;97382.59;97600.77;97402.51;97623.47;97424.13;97224.28;97025.69;96826.62;97048.61;97270.59;97492.15;97292.35;97092.36;97314.27;97535.72;97756.53;97977.60;98069.28;98289.95;98233.72;98454.47;98675.71;98476.89;98274.14;98072.07;97872.91;97674.36;97894.82;98111.75;98174.75;98192.32;98409.76;98626.44;98670.45;98467.02;98267.67;98148.59;98369.86;98587.86;98800.83;99022.61;99244.01;99458.45;99259.40;99060.51;99280.98;99268.52;99040.40;98837.47;98633.37;98703.97;98496.11;98716.62
q09;100000.00;100056.51;100091.31;99889.61;99684.41;99485.52;99283.05;99081.37;98881.66;98679.10;98896.36;98697.43;98911.94;99130.62;98924.92;98725.92;98511.95;98308.59;98109.31;98327.78;98125.55;97926.95;97725.04;97768.16;97568.33;97342.44;97560.81;97632.84;97700.60;97732.63;97533.49;97335.11;97136.15;97156.61;97378.55;97600.02;97400.66;97619.07;97420.14;97218.15;97013.75;97229.30;97328.51;97283.82;97505.23;97587.04;97806.23;97736.87;97882.37;97904.52;97705.19;97918.40;97945.53;97746.21;97963.58;98180.05;97980.21;98200.81;98422.77;98214.93;98431.46;98648.46;98797.44;98594.87;98596.48;98397.39;98197.53;97998.37;97799.42;98021.08;97963.79;97764.37;97982.54;97782.86;97580.27;97380.89;97380.89;97601.37;97398.16;97198.83;96995.69;97216.03;97013.32;97075.37;96875.59;96672.42;96893.06;97107.01;97324.89;97545.66;97338.06;97248.36;97050.14;96847.57;96644.34;96860.85;97078.27;96879.72;97101.61;97097.58;97181.35;97163.60;97381.68;97220.52;97441.72;97658.18;97446.44;97662.99;97884.45;97970.00;98065.75;98110.61;98106.72;98299.99;98101.45;98319.14;98256.15;98477.61;98695.22;98916.59;98718.31;98520.13;98741.39;98542.32;98342.62;98140.48;97937.21;97737.46;97534.15;97751.38;97971.79;98189.64;98406.60;98392.38;98613.93;98414.04;98214.77;98201.44;97998.41;97790.85;98011.75;97812.74;97614.42;97742.22;97865.49;98086.23;98307.97;98109.33;98330.32;98551.87;98772.18;98572.54;98374.09;98174.45;98396.30;98192.84;98413.13;98634.09;98434.75;98424.69;98394.94;98195.87;97996.08;97796.29;97596.89;97397.10;97619.32;97841.23;98062.68;98283.49;98084.52;98303.41;98524.08;98676.48;98795.86;98596.74;98397.92;98282.85;98081.10;98302.39;98522.99;98324.58;98122.05;98343.62;98561.18;98779.00;98996.04;99186.95;99405.14;99626.64;99686.88;99487.75;99284.25;99497.87;99298.28;99099.01;98891.66;99112.83;99147.21;99367.68;99157.00;99130.58;99347.33;99143.99;98928.91;98721.90;98825.81
