"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment";"Comm/Swap";"Stop Loss price level";"Profit/Loss";"Profit/Loss Pips";"Balance";"Profit Target price level"
"263";"USATECHIDXUSD_ftmo";"Sell";"2024.01.24 21:30:00";"17527.22";"2.28";"2024.01.25 17:15:00";"17614.86";"-196,61";"100735,43";"IST";"SL";"-199,82";"183,72";"19h 45m";"";"3,21";"17614,85938";"-196,61";"-87,64";"100735,43";"17334,41992"
"265";"USATECHIDXUSD_ftmo";"Buy";"2024.01.25 20:15:00";"17496.36";"1.14";"2024.01.26 21:00:00";"17405.02";"-107,36";"100628,07";"IST";"End Of Friday (Time)";"-168,18";"40,17";"1d 0h 45m";"";"-3,24";"17321,40039";"-107,36";"-91,34";"100628,07";"18003,75000"
"304";"USATECHIDXUSD_ftmo";"Sell";"2024.01.29 19:15:00";"17477.99";"2.28";"2024.01.29 22:00:00";"17565.38";"-199,25";"100428,82";"IST";"SL";"-199,25";"20,40";"2h 45m";"";"0,00";"17565,38086";"-199,25";"-87,39";"100428,82";"17285,73047"
"355";"USATECHIDXUSD_ftmo";"Buy";"2024.01.30 19:30:00";"17475.74";"1.14";"2024.01.31 11:15:00";"17300.98";"-202,46";"100226,36";"IST";"SL";"-199,23";"27,19";"15h 45m";"";"-3,23";"17300,98047";"-202,46";"-174,76";"100226,36";"17982,53906"
"364";"USATECHIDXUSD_ftmo";"Buy";"2024.02.01 10:00:00";"17217.11";"1.16";"2024.02.02 21:00:00";"17638.04";"485,04";"100711,40";"IST";"End Of Friday (Time)";"-54,64";"519,27";"1d 11h 0m";"";"-3,24";"17044,93945";"485,04";"420,93";"100711,40";"17716,41016"
"411";"USATECHIDXUSD_ftmo";"Buy";"2024.02.05 17:15:00";"17528.04";"1.14";"2024.02.09 21:00:00";"17956.29";"475,24";"100993,63";"IST";"End Of Friday (Time)";"-71,60";"498,02";"4d 3h 45m";"";"-12,97";"17352,75977";"475,24";"428,25";"100993,63";"18036,34961"
"412";"USATECHIDXUSD_ftmo";"Sell";"2024.02.05 21:30:00";"17647.32";"2.26";"2024.02.07 17:15:00";"17735.56";"-193,02";"100518,38";"IST";"SL";"-199,42";"390,53";"1d 19h 45m";"";"6,40";"17735,56055";"-193,02";"-88,24";"100518,38";"17453,19922"
"452";"USATECHIDXUSD_ftmo";"Sell";"2024.02.12 16:30:00";"17953.36";"2.22";"2024.02.12 18:30:00";"18043.13";"-199,29";"100794,33";"IST";"SL";"-199,29";"36,05";"2h 0m";"";"0,00";"18043,13086";"-199,29";"-89,77";"100794,33";"17755,86914"
"453";"USATECHIDXUSD_ftmo";"Buy";"2024.02.12 21:15:00";"17880.24";"1.11";"2024.02.13 15:30:00";"17701.44";"-201,69";"100592,64";"IST";"SL";"-198,47";"32,80";"18h 15m";"";"-3,22";"17701,43945";"-201,69";"-178,80";"100592,64";"18398,76953"
"464";"USATECHIDXUSD_ftmo";"Buy";"2024.02.14 09:00:00";"17621.65";"1.13";"2024.02.16 21:00:00";"17813.67";"210,52";"100803,16";"IST";"End Of Friday (Time)";"-3,15";"381,64";"2d 12h 0m";"";"-6,46";"17445,42969";"210,52";"192,02";"100803,16";"18132,67969"
"493";"USATECHIDXUSD_ftmo";"Buy";"2024.02.21 08:45:00";"17505.16";"1.14";"2024.02.21 21:30:00";"17330.11";"-199,56";"100603,61";"IST";"SL";"-199,56";"23,76";"12h 45m";"";"-0,00";"17330,10938";"-199,56";"-175,05";"100603,61";"18012,81055"
"584";"USATECHIDXUSD_ftmo";"Sell";"2024.02.23 14:30:00";"17991.14";"2.22";"2024.02.23 16:30:00";"18081.10";"-199,71";"100403,90";"IST";"SL";"-199,71";"19,01";"2h 0m";"";"0,00";"18081,09961";"-199,71";"-89,96";"100403,90";"17793,24023"
"600";"USATECHIDXUSD_ftmo";"Buy";"2024.02.26 02:00:00";"17922.53";"1.11";"2024.03.01 21:00:00";"18307.60";"414,52";"100818,41";"IST";"End Of Friday (Time)";"-152,30";"431,05";"4d 19h 0m";"";"-12,91";"17743,30078";"414,52";"385,07";"100818,41";"18442,27930"
"638";"USATECHIDXUSD_ftmo";"Sell";"2024.03.04 13:30:00";"18286.60";"2.18";"2024.03.05 12:00:00";"18085.45";"441,71";"101260,13";"IST";"PT";"-65,40";"438,51";"22h 30m";"";"3,20";"18378,02930";"441,71";"201,15";"101260,13";"18085,44922"
"651";"USATECHIDXUSD_ftmo";"Buy";"2024.03.06 07:45:00";"17952.97";"1.11";"2024.03.08 21:00:00";"18028.63";"77,52";"101337,64";"IST";"End Of Friday (Time)";"-67,62";"516,28";"2d 13h 15m";"";"-6,47";"17773,43945";"77,52";"75,66";"101337,64";"18473,60938"
"657";"USATECHIDXUSD_ftmo";"Buy";"2024.03.11 19:00:00";"17965.39";"1.11";"2024.03.15 16:00:00";"17785.74";"-212,35";"101125,29";"IST";"SL";"-199,41";"310,89";"3d 21h 0m";"";"-12,94";"17785,74023";"-212,35";"-179,65";"101125,29";"18486,39063"
"728";"USATECHIDXUSD_ftmo";"Buy";"2024.03.19 13:00:00";"17904.17";"1.11";"2024.03.21 14:15:00";"18423.39";"569,89";"101695,18";"IST";"PT";"-108,89";"576,33";"2d 1h 15m";"";"-6,45";"17725,13086";"569,89";"519,22";"101695,18";"18423,39063"
"738";"USATECHIDXUSD_ftmo";"Sell";"2024.03.21 20:15:00";"18374.38";"2.17";"2024.03.22 21:00:00";"18362.20";"29,63";"101724,80";"IST";"End Of Friday (Time)";"-39,20";"261,69";"1d 0h 45m";"";"3,20";"18466,25000";"29,63";"12,18";"101724,80";"18172,25977"
"762";"USATECHIDXUSD_ftmo";"Buy";"2024.03.25 08:00:00";"18312.31";"1.09";"2024.04.02 15:45:00";"18129.19";"-225,50";"101499,30";"IST";"SL";"-199,60";"87,94";"8d 7h 45m";"";"-25,90";"18129,18945";"-225,50";"-183,12";"101499,30";"18843,36914"
"770";"USATECHIDXUSD_ftmo";"Buy";"2024.04.03 11:45:00";"18085.21";"1.1";"2024.04.04 22:15:00";"17904.36";"-202,16";"101297,14";"IST";"SL";"-198,94";"307,66";"1d 10h 30m";"";"-3,23";"17904,35938";"-202,16";"-180,85";"101297,14";"18609,67969"
"774";"USATECHIDXUSD_ftmo";"Buy";"2024.04.05 15:30:00";"17946.85";"1.11";"2024.04.05 21:00:00";"18090.35";"159,29";"101456,42";"IST";"End Of Friday (Time)";"-97,27";"292,88";"5h 30m";"";"-0,00";"17767,38086";"159,29";"143,50";"101456,42";"18467,31055"
"865";"USATECHIDXUSD_ftmo";"Buy";"2024.04.09 10:45:00";"18097.57";"1.1";"2024.04.10 15:30:00";"17916.59";"-202,31";"101254,12";"IST";"SL";"-199,08";"199,49";"1d 4h 45m";"";"-3,23";"17916,58984";"-202,31";"-180,98";"101254,12";"18622,40039"
"868";"USATECHIDXUSD_ftmo";"Buy";"2024.04.11 05:30:00";"18009.33";"1.11";"2024.04.12 21:00:00";"17989.66";"-25,08";"101229,04";"IST";"End Of Friday (Time)";"-106,92";"362,01";"1d 15h 30m";"";"-3,24";"17829,24023";"-25,08";"-19,67";"101229,04";"18531,59961"
"890";"USATECHIDXUSD_ftmo";"Buy";"2024.04.15 17:00:00";"18043.24";"1.1";"2024.04.15 20:15:00";"17862.81";"-198,47";"101030,57";"IST";"SL";"-198,47";"49,48";"3h 15m";"";"-0,00";"17862,81055";"-198,47";"-180,43";"101030,57";"18566,49023"
"898";"USATECHIDXUSD_ftmo";"Buy";"2024.04.16 16:15:00";"17701.83";"1.12";"2024.04.17 19:00:00";"17524.81";"-201,48";"100829,09";"IST";"SL";"-198,26";"132,73";"1d 2h 45m";"";"-3,22";"17524,81055";"-201,48";"-177,02";"100829,09";"18215,17969"
"906";"USATECHIDXUSD_ftmo";"Buy";"2024.04.18 11:00:00";"17570.86";"1.13";"2024.04.18 20:15:00";"17395.15";"-198,55";"100630,54";"IST";"SL";"-198,55";"25,81";"9h 15m";"";"-0,00";"17395,15039";"-198,55";"-175,71";"100630,54";"18080,41016"
"916";"USATECHIDXUSD_ftmo";"Buy";"2024.04.19 14:00:00";"17294.40";"1.15";"2024.04.19 19:00:00";"17121.46";"-198,88";"100431,66";"IST";"SL";"-198,88";"125,23";"5h 0m";"";"-0,00";"17121,46094";"-198,88";"-172,94";"100431,66";"17795,93945"
"918";"USATECHIDXUSD_ftmo";"Buy";"2024.04.22 08:00:00";"17120.51";"1.16";"2024.04.24 16:30:00";"17617.00";"569,48";"101001,14";"IST";"PT";"-132,92";"575,93";"2d 8h 30m";"";"-6,44";"16949,30078";"569,48";"496,49";"101001,14";"17617,00000"
"934";"USATECHIDXUSD_ftmo";"Buy";"2024.04.25 12:45:00";"17380.67";"1.15";"2024.04.25 16:00:00";"17206.86";"-199,88";"100801,26";"IST";"SL";"-199,88";"8,54";"3h 15m";"";"-0,00";"17206,85938";"-199,88";"-173,81";"100801,26";"17884,71094"
"980";"USATECHIDXUSD_ftmo";"Sell";"2024.04.26 12:30:00";"17605.39";"2.27";"2024.04.26 17:00:00";"17693.42";"-199,83";"100601,43";"IST";"SL";"-199,83";"144,25";"4h 30m";"";"0,00";"17693,41992";"-199,83";"-88,03";"100601,43";"17411,73047"
"1032";"USATECHIDXUSD_ftmo";"Sell";"2024.04.29 14:30:00";"17780.44";"2.24";"2024.04.30 19:30:00";"17584.86";"441,30";"101042,73";"IST";"PT";"-94,66";"438,10";"1d 5h 0m";"";"3,20";"17869,33984";"441,30";"195,58";"101042,73";"17584,85938"
"1045";"USATECHIDXUSD_ftmo";"Buy";"2024.05.01 22:45:00";"17345.77";"1.15";"2024.05.03 15:30:00";"17848.80";"572,01";"101614,74";"IST";"PT";"-72,03";"578,48";"1d 16h 45m";"";"-6,47";"17172,31055";"572,01";"503,03";"101614,74";"17848,80078"
"1141";"USATECHIDXUSD_ftmo";"Sell";"2024.05.07 11:15:00";"18057.85";"2.21";"2024.05.07 18:00:00";"18148.14";"-199,54";"101415,20";"IST";"SL";"-199,54";"26,31";"6h 45m";"";"0,00";"18148,14063";"-199,54";"-90,29";"101415,20";"17859,21094"
"1189";"USATECHIDXUSD_ftmo";"Buy";"2024.05.08 14:00:00";"18071.13";"1.1";"2024.05.10 21:00:00";"18155.20";"86,03";"101308,35";"IST";"End Of Friday (Time)";"-115,93";"196,82";"2d 7h 0m";"";"-6,45";"17890,41992";"86,03";"84,07";"101308,35";"18595,18945"
"1190";"USATECHIDXUSD_ftmo";"Sell";"2024.05.08 17:30:00";"18115.31";"2.2";"2024.05.10 12:30:00";"18205.89";"-192,88";"101222,32";"IST";"SL";"-199,28";"241,73";"1d 19h 0m";"";"6,40";"18205,89063";"-192,88";"-90,58";"101222,32";"17916,03906"
"1236";"USATECHIDXUSD_ftmo";"Sell";"2024.05.13 16:45:00";"18192.87";"2.19";"2024.05.14 21:00:00";"18283.83";"-196,00";"101112,34";"IST";"SL";"-199,20";"253,10";"1d 4h 15m";"";"3,20";"18283,83008";"-196,00";"-90,96";"101112,34";"17992,75000"
"1235";"USATECHIDXUSD_ftmo";"Buy";"2024.05.13 20:00:00";"18144.24";"1.1";"2024.05.17 21:00:00";"18526.03";"407,02";"101519,37";"IST";"End Of Friday (Time)";"-75,18";"578,26";"4d 1h 0m";"";"-12,95";"17962,80078";"407,02";"381,79";"101519,37";"18670,41992"
"1288";"USATECHIDXUSD_ftmo";"Sell";"2024.05.20 16:30:00";"18601.74";"2.15";"2024.05.20 19:30:00";"18694.75";"-199,97";"101319,39";"IST";"SL";"-199,97";"0,00";"3h 0m";"";"0,00";"18694,75000";"-199,97";"-93,01";"101319,39";"18397,11914"
"1337";"USATECHIDXUSD_ftmo";"Buy";"2024.05.21 16:15:00";"18599.95";"1.07";"2024.05.24 21:00:00";"18831.15";"237,70";"101326,41";"IST";"End Of Friday (Time)";"-54,14";"369,89";"3d 4h 45m";"";"-9,69";"18413,94922";"237,70";"231,20";"101326,41";"19139,34961"
"1341";"USATECHIDXUSD_ftmo";"Sell";"2024.05.21 17:30:00";"18666.78";"2.14";"2024.05.23 01:00:00";"18777.57";"-230,68";"101088,72";"IST";"SL";"-237,10";"135,24";"1d 7h 30m";"";"6,41";"18760,10938";"-230,68";"-110,79";"101088,72";"18461,44922"
"1432";"USATECHIDXUSD_ftmo";"Sell";"2024.05.28 16:30:00";"18866.88";"2.12";"2024.05.30 02:00:00";"18659.34";"446,41";"101772,82";"IST";"PT";"-70,83";"439,98";"1d 9h 30m";"";"6,42";"18961,21094";"446,41";"207,54";"101772,82";"18659,33984"
"1433";"USATECHIDXUSD_ftmo";"Buy";"2024.05.28 16:45:00";"18801.89";"1.06";"2024.05.30 07:30:00";"18613.87";"-205,77";"101567,05";"IST";"SL";"-199,30";"102,82";"1d 14h 45m";"";"-6,47";"18613,86914";"-205,77";"-188,02";"101567,05";"19347,14063"
"1434";"USATECHIDXUSD_ftmo";"Buy";"2024.05.30 12:00:00";"18670.48";"1.07";"2024.05.31 03:00:00";"18483.78";"-203,01";"101364,05";"IST";"SL";"-199,77";"56,97";"15h 0m";"";"-3,24";"18483,77930";"-203,01";"-186,70";"101364,05";"19211,91992"
"1437";"USATECHIDXUSD_ftmo";"Buy";"2024.05.31 15:15:00";"18499.84";"1.08";"2024.05.31 17:30:00";"18314.84";"-199,80";"101164,24";"IST";"SL";"-199,80";"112,64";"2h 15m";"";"-0,00";"18314,83984";"-199,80";"-185,00";"101164,24";"19036,33984"
"1487";"USATECHIDXUSD_ftmo";"Buy";"2024.06.03 20:00:00";"18411.47";"1.08";"2024.06.05 19:45:00";"18945.40";"570,19";"101734,44";"IST";"PT";"-24,10";"576,64";"1d 23h 45m";"";"-6,45";"18227,35938";"570,19";"533,93";"101734,44";"18945,40039"
"1549";"USATECHIDXUSD_ftmo";"Sell";"2024.06.06 17:15:00";"19036.07";"2.1";"2024.06.07 21:00:00";"19077.87";"-84,57";"101649,87";"IST";"End Of Friday (Time)";"-174,29";"280,17";"1d 3h 45m";"";"3,21";"19131,25000";"-84,57";"-41,80";"101649,87";"18826,66992"
"1552";"USATECHIDXUSD_ftmo";"Buy";"2024.06.10 06:45:00";"19003.61";"1.05";"2024.06.12 22:15:00";"19554.71";"572,18";"102222,05";"IST";"PT";"-69,65";"578,65";"2d 15h 30m";"";"-6,47";"18813,57031";"572,18";"551,10";"102222,05";"19554,71094"
"1608";"USATECHIDXUSD_ftmo";"Sell";"2024.06.13 22:45:00";"19594.99";"2.04";"2024.06.14 21:00:00";"19638.30";"-85,14";"102136,91";"IST";"End Of Friday (Time)";"-125,87";"235,31";"22h 15m";"";"3,21";"19692,96094";"-85,14";"-43,31";"102136,91";"19379,44922"
"1661";"USATECHIDXUSD_ftmo";"Sell";"2024.06.17 17:00:00";"19681.40";"2.03";"2024.06.17 19:15:00";"19779.81";"-199,77";"101937,13";"IST";"SL";"-199,77";"62,66";"2h 15m";"";"0,00";"19779,81055";"-199,77";"-98,41";"101937,13";"19464,90039"
"1713";"USATECHIDXUSD_ftmo";"Sell";"2024.06.18 16:45:00";"19906.68";"2.0";"2024.06.20 06:45:00";"20006.21";"-192,67";"101744,46";"IST";"SL";"-199,06";"131,74";"1d 14h 0m";"";"6,39";"20006,21094";"-192,67";"-99,53";"101744,46";"19687,71094"
"1721";"USATECHIDXUSD_ftmo";"Buy";"2024.06.20 16:30:00";"19933.10";"1.0";"2024.06.20 19:30:00";"19733.77";"-199,33";"101545,13";"IST";"SL";"-199,33";"43,89";"3h 0m";"";"-0,00";"19733,76953";"-199,33";"-199,33";"101545,13";"20511,16016"
"1730";"USATECHIDXUSD_ftmo";"Buy";"2024.06.21 16:00:00";"19761.50";"1.01";"2024.06.21 21:00:00";"19691.19";"-71,01";"101474,12";"IST";"End Of Friday (Time)";"-120,80";"41,90";"5h 0m";"";"-0,00";"19563,88086";"-71,01";"-70,31";"101474,12";"20334,58008"
"1741";"USATECHIDXUSD_ftmo";"Buy";"2024.06.24 04:00:00";"19721.94";"1.01";"2024.06.24 20:30:00";"19524.72";"-199,19";"101274,93";"IST";"SL";"-199,19";"32,28";"16h 30m";"";"-0,00";"19524,72070";"-199,19";"-197,22";"101274,93";"20293,88086"
"1745";"USATECHIDXUSD_ftmo";"Buy";"2024.06.25 11:45:00";"19535.78";"1.02";"2024.06.28 21:00:00";"19795.12";"254,83";"101529,76";"IST";"End Of Friday (Time)";"-10,59";"495,68";"3d 9h 15m";"";"-9,70";"19340,41992";"254,83";"259,34";"101529,76";"20102,32031"
"1746";"USATECHIDXUSD_ftmo";"Buy";"2024.07.01 09:15:00";"19765.01";"1.01";"2024.07.05 18:15:00";"20338.20";"565,97";"102095,73";"IST";"PT";"-195,85";"578,92";"4d 9h 0m";"";"-12,95";"19567,35938";"565,97";"573,19";"102095,73";"20338,19922"
"1861";"USATECHIDXUSD_ftmo";"Sell";"2024.07.09 17:30:00";"20490.04";"1.95";"2024.07.10 19:30:00";"20592.49";"-196,57";"101899,16";"IST";"SL";"-199,78";"193,17";"1d 2h 0m";"";"3,21";"20592,49023";"-196,57";"-102,45";"101899,16";"20264,65039"
"1860";"USATECHIDXUSD_ftmo";"Buy";"2024.07.09 20:15:00";"20394.36";"0.98";"2024.07.11 20:45:00";"20190.42";"-206,35";"101692,81";"IST";"SL";"-199,86";"355,73";"2d 0h 30m";"";"-6,48";"20190,41992";"-206,35";"-203,94";"101692,81";"20985,80078"
"1865";"USATECHIDXUSD_ftmo";"Buy";"2024.07.12 14:45:00";"20224.35";"0.98";"2024.07.12 21:00:00";"20498.53";"268,70";"101961,51";"IST";"End Of Friday (Time)";"-93,91";"298,24";"6h 15m";"";"-0,00";"20022,10938";"268,70";"274,18";"101961,51";"20810,85938"
"1916";"USATECHIDXUSD_ftmo";"Sell";"2024.07.15 16:30:00";"20420.68";"1.95";"2024.07.15 17:45:00";"20522.78";"-199,10";"101762,41";"IST";"SL";"-199,10";"83,08";"1h 15m";"";"0,00";"20522,77930";"-199,10";"-102,10";"101762,41";"20196,05078"
"1918";"USATECHIDXUSD_ftmo";"Sell";"2024.07.15 22:15:00";"20437.00";"1.95";"2024.07.17 10:00:00";"20212.19";"444,78";"102207,19";"IST";"PT";"-89,48";"438,38";"1d 11h 45m";"";"6,40";"20539,18945";"444,78";"224,81";"102207,19";"20212,18945"
"1920";"USATECHIDXUSD_ftmo";"Buy";"2024.07.15 22:45:00";"20316.20";"0.98";"2024.07.17 11:15:00";"20113.04";"-205,56";"102001,63";"IST";"SL";"-199,10";"161,98";"1d 12h 30m";"";"-6,46";"20113,03906";"-205,56";"-203,16";"102001,63";"20905,36914"
"1935";"USATECHIDXUSD_ftmo";"Buy";"2024.07.18 12:30:00";"19874.13";"1.0";"2024.07.18 18:00:00";"19675.39";"-198,74";"101802,89";"IST";"SL";"-198,74";"94,56";"5h 30m";"";"-0,00";"19675,39063";"-198,74";"-198,74";"101802,89";"20450,48047"
"1940";"USATECHIDXUSD_ftmo";"Buy";"2024.07.19 01:45:00";"19766.36";"1.01";"2024.07.19 18:15:00";"19568.70";"-199,64";"101603,26";"IST";"SL";"-199,64";"26,39";"16h 30m";"";"-0,00";"19568,69922";"-199,64";"-197,66";"101603,26";"20339,58008"
"1948";"USATECHIDXUSD_ftmo";"Buy";"2024.07.22 03:15:00";"19620.69";"1.01";"2024.07.24 16:30:00";"19424.48";"-204,60";"101398,66";"IST";"SL";"-198,17";"291,00";"2d 13h 15m";"";"-6,43";"19424,48047";"-204,60";"-196,21";"101398,66";"20189,68945"
"1965";"USATECHIDXUSD_ftmo";"Buy";"2024.07.25 16:30:00";"19053.65";"1.04";"2024.07.25 16:45:00";"18863.11";"-198,16";"101200,49";"IST";"SL";"-198,16";"0,00";"15m 0s";"";"-0,00";"18863,10938";"-198,16";"-190,54";"101200,49";"19606,21094"
"1975";"USATECHIDXUSD_ftmo";"Buy";"2024.07.25 21:45:00";"19006.66";"1.05";"2024.07.25 23:00:00";"18816.59";"-199,57";"101000,92";"IST";"SL";"-199,57";"80,81";"1h 15m";"";"-0,00";"18816,58984";"-199,57";"-190,07";"101000,92";"19557,84961"
"1978";"USATECHIDXUSD_ftmo";"Buy";"2024.07.26 08:30:00";"18942.93";"1.05";"2024.07.26 21:00:00";"19041.24";"103,23";"101104,15";"IST";"End Of Friday (Time)";"-54,94";"214,47";"12h 30m";"";"-0,00";"18753,50000";"103,23";"98,31";"101104,15";"19492,26953"
"2013";"USATECHIDXUSD_ftmo";"Sell";"2024.07.29 11:00:00";"19118.14";"2.09";"2024.07.29 16:45:00";"19213.73";"-199,78";"100904,36";"IST";"SL";"-199,78";"89,84";"5h 45m";"";"0,00";"19213,73047";"-199,78";"-95,59";"100904,36";"18907,83984"
"2015";"USATECHIDXUSD_ftmo";"Sell";"2024.07.29 19:00:00";"19145.99";"2.08";"2024.07.30 05:30:00";"18935.38";"441,27";"101345,63";"IST";"PT";"-121,70";"438,07";"10h 30m";"";"3,20";"19241,72070";"441,27";"210,61";"101345,63";"18935,38086"
"2017";"USATECHIDXUSD_ftmo";"Buy";"2024.07.30 08:30:00";"19034.11";"1.05";"2024.07.30 18:00:00";"18843.77";"-199,86";"101145,77";"IST";"SL";"-199,86";"143,99";"9h 30m";"";"-0,00";"18843,76953";"-199,86";"-190,34";"101145,77";"19586,09961"
"2022";"USATECHIDXUSD_ftmo";"Buy";"2024.07.31 03:00:00";"18906.68";"1.05";"2024.07.31 23:00:00";"19454.97";"575,70";"101721,48";"IST";"PT";"-37,29";"575,70";"20h 0m";"";"-0,00";"18717,60938";"575,70";"548,29";"101721,48";"19454,97070"
"2057";"USATECHIDXUSD_ftmo";"Sell";"2024.08.01 11:15:00";"19416.32";"2.06";"2024.08.01 16:45:00";"19513.40";"-199,98";"101521,49";"IST";"SL";"-199,98";"110,62";"5h 30m";"";"0,00";"19513,40039";"-199,98";"-97,08";"101521,49";"19202,74023"
"2149";"USATECHIDXUSD_ftmo";"Sell";"2024.08.06 19:45:00";"18294.34";"2.18";"2024.08.06 22:45:00";"18093.10";"438,70";"101960,20";"IST";"PT";"-167,77";"438,70";"3h 0m";"";"0,00";"18385,81055";"438,70";"201,24";"101960,20";"18093,09961"
"2196";"USATECHIDXUSD_ftmo";"Buy";"2024.08.07 20:15:00";"18071.34";"1.1";"2024.08.07 22:45:00";"17890.63";"-198,78";"101761,41";"IST";"SL";"-198,78";"74,74";"2h 30m";"";"-0,00";"17890,63086";"-198,78";"-180,71";"101761,41";"18595,41016"
"2202";"USATECHIDXUSD_ftmo";"Buy";"2024.08.08 10:00:00";"17930.30";"1.11";"2024.08.08 23:00:00";"18450.28";"577,18";"102338,59";"IST";"PT";"-174,09";"577,18";"13h 0m";"";"-0,00";"17751,00000";"577,18";"519,98";"102338,59";"18450,27930"
"2227";"USATECHIDXUSD_ftmo";"Sell";"2024.08.09 08:30:00";"18399.80";"2.17";"2024.08.09 11:00:00";"18491.80";"-199,64";"102138,95";"IST";"SL";"-199,64";"15,17";"2h 30m";"";"0,00";"18491,80078";"-199,64";"-92,00";"102138,95";"18197,40039"
"2294";"USATECHIDXUSD_ftmo";"Buy";"2024.08.12 16:45:00";"18431.55";"1.08";"2024.08.13 19:45:00";"18966.06";"574,04";"102513,63";"IST";"PT";"-8,56";"577,27";"1d 3h 0m";"";"-3,23";"18247,23047";"574,04";"534,51";"102513,63";"18966,06055"
"2295";"USATECHIDXUSD_ftmo";"Sell";"2024.08.12 17:00:00";"18545.31";"2.15";"2024.08.12 17:30:00";"18638.04";"-199,37";"101939,58";"IST";"SL";"-199,37";"0,00";"30m 0s";"";"0,00";"18638,03906";"-199,37";"-92,73";"101939,58";"18341,31055"
"2349";"USATECHIDXUSD_ftmo";"Sell";"2024.08.14 16:45:00";"19000.23";"2.1";"2024.08.14 18:45:00";"19095.23";"-199,50";"102314,13";"IST";"SL";"-199,50";"346,12";"2h 0m";"";"0,00";"19095,23047";"-199,50";"-95,00";"102314,13";"18791,23047"
"2402";"USATECHIDXUSD_ftmo";"Sell";"2024.08.15 15:30:00";"19091.71";"2.09";"2024.08.15 15:30:00";"19187.17";"-199,51";"102114,61";"IST";"SL";"-238,40";"0,00";"0s";"";"0,00";"19187,16992";"-199,51";"-95,46";"102114,61";"18881,69922"
