"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment";"Comm/Swap";"Stop Loss price level";"Profit/Loss";"Profit/Loss Pips";"Balance";"Profit Target price level"
"233";"USATECHIDXUSD_ftmo";"Sell";"2024.04.17 16:15:00";"17794.63";"1.87";"2024.04.17 19:00:00";"17545.51";"465,85";"103362,71";"IST";"PT";"-18,08";"465,85";"2h 45m";"";"0,00";"17901,40039";"465,85";"249,12";"103362,71";"17545,50977"
"232";"USATECHIDXUSD_ftmo";"Buy";"2024.04.17 16:45:00";"17727.19";"1.88";"2024.04.17 17:45:00";"17620.83";"-199,96";"102896,86";"IST";"SL";"-199,96";"5,07";"1h 0m";"";"-0,00";"17620,83008";"-199,96";"-106,36";"102896,86";"18010,83008"
"247";"USATECHIDXUSD_ftmo";"Buy";"2024.04.22 16:30:00";"17142.33";"1.94";"2024.04.22 17:45:00";"17039.48";"-199,53";"103163,19";"IST";"SL";"-199,53";"87,95";"1h 15m";"";"-0,00";"17039,48047";"-199,53";"-102,85";"103163,19";"17416,60938"
"253";"USATECHIDXUSD_ftmo";"Sell";"2024.04.23 11:00:00";"17253.91";"1.93";"2024.04.23 16:45:00";"17357.43";"-199,79";"102963,39";"IST";"SL";"-199,79";"65,32";"5h 45m";"";"0,00";"17357,42969";"-199,79";"-103,52";"102963,39";"17012,35938"
"261";"USATECHIDXUSD_ftmo";"Buy";"2024.04.25 20:15:00";"17352.34";"1.92";"2024.04.25 23:00:00";"17629.98";"533,07";"103496,46";"IST";"PT";"-27,90";"533,07";"2h 45m";"";"-0,00";"17248,23047";"533,07";"277,64";"103496,46";"17629,98047"
"267";"USATECHIDXUSD_ftmo";"Buy";"2024.04.29 20:00:00";"17756.83";"1.87";"2024.04.30 18:00:00";"17650.29";"-204,62";"103291,84";"IST";"SL";"-199,23";"91,01";"22h 0m";"";"-5,39";"17650,28906";"-204,62";"-106,54";"103291,84";"18040,93945"
"272";"USATECHIDXUSD_ftmo";"Buy";"2024.05.01 22:45:00";"17386.88";"1.91";"2024.05.03 01:15:00";"17665.07";"520,57";"103812,41";"IST";"PT";"-198,16";"531,34";"1d 2h 30m";"";"-10,77";"17282,56055";"520,57";"278,19";"103812,41";"17665,07031"
"277";"USATECHIDXUSD_ftmo";"Sell";"2024.05.03 15:30:00";"17751.46";"1.87";"2024.05.03 16:15:00";"17857.97";"-199,17";"103613,24";"IST";"SL";"-199,17";"0,00";"45m 0s";"";"0,00";"17857,97070";"-199,17";"-106,51";"103613,24";"17502,93945"
"283";"USATECHIDXUSD_ftmo";"Sell";"2024.05.06 22:45:00";"18076.77";"1.84";"2024.05.10 11:45:00";"18185.23";"-188,89";"103424,35";"IST";"SL";"-199,57";"201,71";"3d 13h 0m";"";"10,68";"18185,23047";"-188,89";"-108,46";"103424,35";"17823,69922"
"284";"USATECHIDXUSD_ftmo";"Buy";"2024.05.13 03:15:00";"18150.29";"1.83";"2024.05.15 15:30:00";"18440.69";"520,66";"103945,01";"IST";"PT";"-136,14";"531,43";"2d 12h 15m";"";"-10,78";"18041,39063";"520,66";"290,40";"103945,01";"18440,68945"
"286";"USATECHIDXUSD_ftmo";"Buy";"2024.05.16 20:15:00";"18592.49";"1.79";"2024.05.17 21:00:00";"18526.03";"-124,36";"103820,65";"IST";"End Of Friday (Time)";"-132,62";"52,14";"1d 0h 45m";"";"-5,40";"18480,93945";"-124,36";"-66,46";"103820,65";"18889,97070"
"291";"USATECHIDXUSD_ftmo";"Sell";"2024.05.20 16:30:00";"18608.72";"1.79";"2024.05.21 22:45:00";"18720.37";"-197,18";"103623,47";"IST";"SL";"-199,85";"28,06";"1d 6h 15m";"";"2,67";"18720,36914";"-197,18";"-111,65";"103623,47";"18348,19922"
"300";"USATECHIDXUSD_ftmo";"Sell";"2024.05.23 14:30:00";"18907.27";"1.76";"2024.05.23 20:45:00";"18642.57";"465,87";"104089,34";"IST";"PT";"-70,00";"465,87";"6h 15m";"";"0,00";"19020,71094";"465,87";"264,70";"104089,34";"18642,57031"
"314";"USATECHIDXUSD_ftmo";"Sell";"2024.05.28 11:00:00";"18879.52";"1.76";"2024.05.30 07:30:00";"18615.21";"470,52";"104559,86";"IST";"PT";"-58,51";"465,19";"1d 20h 30m";"";"5,33";"18992,80078";"470,52";"264,31";"104559,86";"18615,21094"
"319";"USATECHIDXUSD_ftmo";"Buy";"2024.05.31 16:15:00";"18538.34";"1.79";"2024.05.31 17:15:00";"18427.11";"-199,10";"104360,76";"IST";"SL";"-199,10";"53,37";"1h 0m";"";"-0,00";"18427,10938";"-199,10";"-111,23";"104360,76";"18834,94922"
"327";"USATECHIDXUSD_ftmo";"Buy";"2024.06.04 16:30:00";"18567.34";"1.79";"2024.06.05 17:30:00";"18864.42";"526,38";"104887,14";"IST";"PT";"-82,00";"531,77";"1d 1h 0m";"";"-5,39";"18455,93945";"526,38";"297,08";"104887,14";"18864,41992"
"332";"USATECHIDXUSD_ftmo";"Buy";"2024.06.07 02:45:00";"19038.01";"1.75";"2024.06.07 15:30:00";"18923.78";"-199,90";"104687,23";"IST";"SL";"-199,90";"102,68";"12h 45m";"";"-0,00";"18923,77930";"-199,90";"-114,23";"104687,23";"19342,61914"
"334";"USATECHIDXUSD_ftmo";"Sell";"2024.06.07 19:30:00";"19084.24";"1.74";"2024.06.07 21:00:00";"19077.87";"11,08";"104698,32";"IST";"End Of Friday (Time)";"-60,60";"72,59";"1h 30m";"";"0,00";"19198,75000";"11,08";"6,37";"104698,32";"18817,06055"
"339";"USATECHIDXUSD_ftmo";"Sell";"2024.06.10 19:15:00";"19082.04";"1.74";"2024.06.11 21:30:00";"19196.53";"-196,55";"104501,77";"IST";"SL";"-199,21";"201,99";"1d 2h 15m";"";"2,67";"19196,52930";"-196,55";"-114,49";"104501,77";"18814,89063"
"340";"USATECHIDXUSD_ftmo";"Buy";"2024.06.10 21:30:00";"18999.98";"1.75";"2024.06.12 15:30:00";"19303.98";"521,21";"105022,98";"IST";"PT";"-62,00";"532,00";"1d 18h 0m";"";"-10,79";"18885,98047";"521,21";"304,00";"105022,98";"19303,98047"
"341";"USATECHIDXUSD_ftmo";"Sell";"2024.06.12 22:00:00";"19520.19";"1.7";"2024.06.13 10:15:00";"19637.31";"-196,44";"104826,55";"IST";"SL";"-199,10";"198,34";"12h 15m";"";"2,66";"19637,31055";"-196,44";"-117,12";"104826,55";"19246,91016"
"345";"USATECHIDXUSD_ftmo";"Buy";"2024.06.13 22:30:00";"19571.44";"1.7";"2024.06.14 21:00:00";"19636.90";"105,88";"104932,43";"IST";"End Of Friday (Time)";"-158,44";"142,54";"22h 30m";"";"-5,40";"19454,00977";"105,88";"65,46";"104932,43";"19884,58008"
"348";"USATECHIDXUSD_ftmo";"Sell";"2024.06.17 11:15:00";"19727.88";"1.68";"2024.06.17 20:15:00";"19846.25";"-198,86";"104733,57";"IST";"SL";"-198,86";"172,11";"9h 0m";"";"0,00";"19846,25000";"-198,86";"-118,37";"104733,57";"19451,68945"
"359";"USATECHIDXUSD_ftmo";"Sell";"2024.06.20 04:30:00";"19974.83";"1.66";"2024.06.20 20:30:00";"19695.18";"464,22";"105197,79";"IST";"PT";"-183,53";"464,22";"16h 0m";"";"0,00";"20094,67969";"464,22";"279,65";"105197,79";"19695,17969"
"366";"USATECHIDXUSD_ftmo";"Buy";"2024.06.21 19:30:00";"19766.66";"1.68";"2024.06.21 21:00:00";"19691.19";"-126,79";"105071,00";"IST";"End Of Friday (Time)";"-148,78";"0,00";"1h 30m";"";"-0,00";"19648,06055";"-126,79";"-75,47";"105071,00";"20082,92969"
"376";"USATECHIDXUSD_ftmo";"Sell";"2024.06.25 22:15:00";"19711.89";"1.69";"2024.06.27 16:30:00";"19830.16";"-194,53";"104876,47";"IST";"SL";"-199,88";"161,64";"1d 18h 15m";"";"5,35";"19830,16016";"-194,53";"-118,27";"104876,47";"19435,91992"
"377";"USATECHIDXUSD_ftmo";"Sell";"2024.06.27 20:30:00";"19797.80";"1.68";"2024.06.28 15:30:00";"19916.59";"-196,90";"104679,57";"IST";"SL";"-199,57";"105,34";"19h 0m";"";"2,67";"19916,58984";"-196,90";"-118,79";"104679,57";"19520,63086"
"378";"USATECHIDXUSD_ftmo";"Buy";"2024.06.28 18:15:00";"19831.66";"1.68";"2024.06.28 21:00:00";"19795.12";"-61,39";"104618,19";"IST";"End Of Friday (Time)";"-156,01";"85,24";"2h 45m";"";"-0,00";"19712,66992";"-61,39";"-36,54";"104618,19";"20148,97070"
"388";"USATECHIDXUSD_ftmo";"Buy";"2024.07.02 10:00:00";"19738.14";"1.68";"2024.07.03 17:00:00";"20053.95";"525,18";"105143,37";"IST";"PT";"-115,45";"530,56";"1d 7h 0m";"";"-5,38";"19619,71094";"525,18";"315,81";"105143,37";"20053,94922"
"389";"USATECHIDXUSD_ftmo";"Sell";"2024.07.03 19:15:00";"20172.35";"1.65";"2024.07.05 17:00:00";"20293.38";"-194,36";"104949,02";"IST";"SL";"-199,70";"64,00";"1d 21h 45m";"";"5,34";"20293,38086";"-194,36";"-121,03";"104949,02";"19889,93945"
"398";"USATECHIDXUSD_ftmo";"Sell";"2024.07.09 05:45:00";"20493.27";"1.62";"2024.07.10 19:45:00";"20616.23";"-196,53";"104752,48";"IST";"SL";"-199,20";"165,72";"1d 14h 0m";"";"2,67";"20616,23047";"-196,53";"-122,96";"104752,48";"20206,35938"
"404";"USATECHIDXUSD_ftmo";"Sell";"2024.07.11 15:30:00";"20742.51";"1.6";"2024.07.11 17:15:00";"20452.11";"464,64";"105217,13";"IST";"PT";"-25,99";"464,64";"1h 45m";"";"0,00";"20866,97070";"464,64";"290,40";"105217,13";"20452,10938"
"416";"USATECHIDXUSD_ftmo";"Sell";"2024.07.15 18:00:00";"20536.05";"1.62";"2024.07.17 09:15:00";"20248.55";"471,09";"105688,21";"IST";"PT";"-84,57";"465,75";"1d 15h 15m";"";"5,34";"20659,26953";"471,09";"287,50";"105688,21";"20248,55078"
"423";"USATECHIDXUSD_ftmo";"Buy";"2024.07.18 16:30:00";"19894.49";"1.67";"2024.07.18 17:30:00";"19775.12";"-199,35";"105488,87";"IST";"SL";"-199,35";"32,89";"1h 0m";"";"-0,00";"19775,11914";"-199,35";"-119,37";"105488,87";"20212,80078"
"434";"USATECHIDXUSD_ftmo";"Sell";"2024.07.22 17:30:00";"19816.79";"1.68";"2024.07.24 10:00:00";"19539.35";"471,44";"105960,31";"IST";"PT";"-156,94";"466,10";"1d 16h 30m";"";"5,35";"19935,68945";"471,44";"277,44";"105960,31";"19539,34961"
"439";"USATECHIDXUSD_ftmo";"Buy";"2024.07.25 21:00:00";"19070.27";"1.74";"2024.07.25 21:45:00";"18955.85";"-199,09";"105761,22";"IST";"SL";"-199,09";"21,93";"45m 0s";"";"-0,00";"18955,84961";"-199,09";"-114,42";"105761,22";"19375,39063"
"445";"USATECHIDXUSD_ftmo";"Buy";"2024.07.26 10:45:00";"18974.35";"1.75";"2024.07.26 21:00:00";"19041.24";"117,06";"105878,27";"IST";"End Of Friday (Time)";"-146,55";"302,47";"10h 15m";"";"-0,00";"18860,50000";"117,06";"66,89";"105878,27";"19277,93945"
"446";"USATECHIDXUSD_ftmo";"Buy";"2024.07.29 16:30:00";"19078.66";"1.74";"2024.07.30 04:30:00";"18964.19";"-204,56";"105673,71";"IST";"SL";"-199,18";"258,59";"12h 0m";"";"-5,39";"18964,18945";"-204,56";"-114,47";"105673,71";"19383,91992"
"447";"USATECHIDXUSD_ftmo";"Sell";"2024.07.29 17:00:00";"19218.44";"1.73";"2024.07.30 04:30:00";"18949.38";"468,14";"106141,86";"IST";"PT";"-17,71";"465,47";"11h 30m";"";"2,67";"19333,75000";"468,14";"269,06";"106141,86";"18949,38086"
"451";"USATECHIDXUSD_ftmo";"Sell";"2024.07.31 21:30:00";"19384.49";"1.71";"2024.07.31 23:00:00";"19500.80";"-198,89";"105942,97";"IST";"SL";"-198,89";"192,85";"1h 30m";"";"0,00";"19500,80078";"-198,89";"-116,31";"105942,97";"19113,10938"
"453";"USATECHIDXUSD_ftmo";"Buy";"2024.08.01 16:15:00";"19383.78";"1.71";"2024.08.01 17:30:00";"19267.48";"-198,87";"105744,09";"IST";"SL";"-198,87";"265,94";"1h 15m";"";"-0,00";"19267,48047";"-198,87";"-116,30";"105744,09";"19693,91992"
"457";"USATECHIDXUSD_ftmo";"Buy";"2024.08.05 18:45:00";"17947.12";"1.85";"2024.08.05 21:30:00";"17839.44";"-199,21";"105544,88";"IST";"SL";"-199,21";"421,74";"2h 45m";"";"-0,00";"17839,43945";"-199,21";"-107,68";"105544,88";"18234,26953"
"461";"USATECHIDXUSD_ftmo";"Buy";"2024.08.07 10:15:00";"18130.94";"1.83";"2024.08.07 16:30:00";"18421.04";"530,88";"106075,77";"IST";"PT";"-37,15";"530,88";"6h 15m";"";"-0,00";"18022,15039";"530,88";"290,10";"106075,77";"18421,03906"
"468";"USATECHIDXUSD_ftmo";"Buy";"2024.08.08 16:45:00";"17979.19";"1.85";"2024.08.08 17:15:00";"18266.86";"532,19";"106607,96";"IST";"PT";"-35,79";"532,19";"30m 0s";"";"-0,00";"17871,31055";"532,19";"287,67";"106607,96";"18266,85938"
"479";"USATECHIDXUSD_ftmo";"Sell";"2024.08.12 10:45:00";"18574.86";"1.79";"2024.08.13 10:00:00";"18686.31";"-196,83";"106411,13";"IST";"SL";"-199,50";"268,21";"23h 15m";"";"2,67";"18686,31055";"-196,83";"-111,45";"106411,13";"18314,81055"
"480";"USATECHIDXUSD_ftmo";"Sell";"2024.08.13 12:30:00";"18656.16";"1.78";"2024.08.13 16:30:00";"18768.10";"-199,25";"106211,88";"IST";"SL";"-199,25";"184,48";"4h 0m";"";"0,00";"18768,09961";"-199,25";"-111,94";"106211,88";"18394,97070"
"488";"USATECHIDXUSD_ftmo";"Buy";"2024.08.14 19:15:00";"18985.02";"1.75";"2024.08.15 16:30:00";"19288.78";"526,19";"106738,07";"IST";"PT";"-108,13";"531,58";"21h 15m";"";"-5,39";"18871,10938";"526,19";"303,76";"106738,07";"19288,77930"
"499";"USATECHIDXUSD_ftmo";"Buy";"2024.08.19 16:30:00";"19503.76";"1.7";"2024.08.20 05:30:00";"19815.82";"525,12";"107263,20";"IST";"PT";"-107,15";"530,50";"13h 0m";"";"-5,38";"19386,74023";"525,12";"312,06";"107263,20";"19815,82031"
"501";"USATECHIDXUSD_ftmo";"Buy";"2024.08.20 17:15:00";"19723.70";"1.69";"2024.08.22 18:30:00";"19605.36";"-210,81";"107052,38";"IST";"SL";"-199,99";"360,49";"2d 1h 15m";"";"-10,81";"19605,35938";"-210,81";"-118,34";"107052,38";"20039,27930"
"515";"USATECHIDXUSD_ftmo";"Buy";"2024.08.27 18:30:00";"19516.54";"1.7";"2024.08.28 17:45:00";"19399.44";"-204,45";"106847,93";"IST";"SL";"-199,07";"176,13";"23h 15m";"";"-5,38";"19399,43945";"-204,45";"-117,10";"106847,93";"19828,80078"
"520";"USATECHIDXUSD_ftmo";"Buy";"2024.08.30 08:45:00";"19401.28";"1.71";"2024.08.30 21:00:00";"19394.25";"-12,02";"106835,91";"IST";"End Of Friday (Time)";"-138,95";"298,01";"12h 15m";"";"-0,00";"19284,86914";"-12,02";"-7,03";"106835,91";"19711,69922"
"523";"USATECHIDXUSD_ftmo";"Sell";"2024.09.02 17:45:00";"19613.47";"1.69";"2024.09.03 16:30:00";"19338.88";"466,72";"107302,63";"IST";"PT";"-36,34";"464,06";"22h 45m";"";"2,66";"19731,15039";"466,72";"274,59";"107302,63";"19338,88086"
"528";"USATECHIDXUSD_ftmo";"Buy";"2024.09.05 02:30:00";"18883.66";"1.76";"2024.09.06 04:00:00";"18770.36";"-204,80";"107097,83";"IST";"SL";"-199,41";"395,79";"1d 1h 30m";"";"-5,39";"18770,35938";"-204,80";"-113,30";"107097,83";"19185,80078"
"532";"USATECHIDXUSD_ftmo";"Buy";"2024.09.06 16:30:00";"18837.27";"1.76";"2024.09.06 16:45:00";"18724.25";"-198,92";"106898,91";"IST";"SL";"-198,92";"20,39";"15m 0s";"";"-0,00";"18724,25000";"-198,92";"-113,02";"106898,91";"19138,66992"
"540";"USATECHIDXUSD_ftmo";"Buy";"2024.09.10 12:00:00";"18607.28";"1.79";"2024.09.11 19:30:00";"18905.00";"527,52";"107226,53";"IST";"PT";"-146,77";"532,92";"1d 7h 30m";"";"-5,40";"18495,64063";"527,52";"297,72";"107226,53";"18905,00000"
