"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment";"Comm/Swap";"Stop Loss price level";"Profit/Loss";"Profit/Loss Pips";"Balance";"Profit Target price level"
"525";"USATECHIDXUSD_ftmo";"Buy";"2024.02.14 10:45:00";"17676.14";"2.26";"2024.02.15 23:00:00";"17870.58";"432,95";"100924,99";"IST";"PT";"-129,44";"439,43";"1d 12h 15m";"";"-6,48";"17587,75977";"432,95";"194,44";"100924,99";"17870,58008"
"549";"USATECHIDXUSD_ftmo";"Buy";"2024.02.16 16:30:00";"17828.58";"2.24";"2024.02.16 16:45:00";"17739.44";"-199,67";"100725,32";"IST";"SL";"-199,67";"3,00";"15m 0s";"";"-0,00";"17739,43945";"-199,67";"-89,14";"100725,32";"18024,68945"
"659";"USATECHIDXUSD_ftmo";"Buy";"2024.02.26 12:00:00";"17942.59";"2.22";"2024.02.28 11:30:00";"17852.88";"-212,08";"100513,24";"IST";"SL";"-199,16";"160,33";"1d 23h 30m";"";"-12,92";"17852,88086";"-212,08";"-89,71";"100513,24";"18139,96094"
"661";"USATECHIDXUSD_ftmo";"Buy";"2024.02.28 19:00:00";"17917.38";"2.23";"2024.02.28 23:00:00";"17827.79";"-199,79";"100313,45";"IST";"SL";"-199,79";"0,00";"4h 0m";"";"-0,00";"17827,78906";"-199,79";"-89,59";"100313,45";"18114,47070"
"766";"USATECHIDXUSD_ftmo";"Buy";"2024.03.05 01:30:00";"18199.66";"2.19";"2024.03.05 10:45:00";"18108.66";"-199,29";"100114,16";"IST";"SL";"-199,29";"10,96";"9h 15m";"";"-0,00";"18108,66016";"-199,29";"-91,00";"100114,16";"18399,85938"
"768";"USATECHIDXUSD_ftmo";"Sell";"2024.03.06 09:45:00";"17975.58";"1.23";"2024.03.06 19:00:00";"18137.36";"-198,99";"99915,17";"IST";"SL";"-198,99";"45,50";"9h 15m";"";"0,00";"18137,35938";"-198,99";"-161,78";"99915,17";"17723,91992"
"776";"USATECHIDXUSD_ftmo";"Buy";"2024.03.06 22:15:00";"17970.34";"2.22";"2024.03.07 16:30:00";"18168.01";"432,36";"100347,53";"IST";"PT";"-173,80";"438,83";"18h 15m";"";"-6,47";"17880,49023";"432,36";"197,67";"100347,53";"18168,00977"
"802";"USATECHIDXUSD_ftmo";"Sell";"2024.03.08 10:00:00";"18290.38";"1.21";"2024.03.08 20:00:00";"18034.31";"309,84";"100657,38";"IST";"PT";"-156,22";"309,84";"10h 0m";"";"0,00";"18454,99023";"309,84";"256,07";"100657,38";"18034,31055"
"822";"USATECHIDXUSD_ftmo";"Sell";"2024.03.12 07:00:00";"18056.22";"1.23";"2024.03.12 21:30:00";"18218.73";"-199,89";"100457,48";"IST";"SL";"-199,89";"172,66";"14h 30m";"";"0,00";"18218,73047";"-199,89";"-162,51";"100457,48";"17803,42969"
"852";"USATECHIDXUSD_ftmo";"Buy";"2024.03.13 15:45:00";"18093.99";"2.21";"2024.03.14 15:45:00";"18003.52";"-206,43";"100251,06";"IST";"SL";"-199,94";"176,47";"1d 0h 0m";"";"-6,49";"18003,51953";"-206,43";"-90,47";"100251,06";"18293,01953"
"856";"USATECHIDXUSD_ftmo";"Sell";"2024.03.15 11:00:00";"18024.75";"1.23";"2024.03.15 18:45:00";"17772.40";"310,39";"100561,45";"IST";"PT";"-61,19";"310,39";"7h 45m";"";"0,00";"18186,97070";"310,39";"252,35";"100561,45";"17772,40039"
"863";"USATECHIDXUSD_ftmo";"Buy";"2024.03.18 10:30:00";"17895.69";"2.23";"2024.03.18 15:30:00";"18092.54";"438,98";"101000,43";"IST";"PT";"-5,58";"438,98";"5h 0m";"";"-0,00";"17806,21094";"438,98";"196,85";"101000,43";"18092,53906"
"862";"USATECHIDXUSD_ftmo";"Sell";"2024.03.18 11:00:00";"17948.81";"1.23";"2024.03.18 15:45:00";"18110.35";"-198,69";"100801,73";"IST";"SL";"-198,69";"31,87";"4h 45m";"";"0,00";"18110,34961";"-198,69";"-161,54";"100801,73";"17697,52930"
"890";"USATECHIDXUSD_ftmo";"Sell";"2024.03.19 10:30:00";"17972.53";"1.23";"2024.03.20 20:00:00";"18134.28";"-197,18";"100604,55";"IST";"SL";"-198,95";"203,02";"1d 9h 30m";"";"1,77";"18134,27930";"-197,18";"-161,75";"100604,55";"17720,91016"
"967";"USATECHIDXUSD_ftmo";"Buy";"2024.03.22 12:45:00";"18337.05";"2.18";"2024.03.22 21:00:00";"18360.80";"51,78";"100656,33";"IST";"End Of Friday (Time)";"-184,57";"117,70";"8h 15m";"";"-0,00";"18245,35938";"51,78";"23,75";"100656,33";"18538,75977"
"974";"USATECHIDXUSD_ftmo";"Buy";"2024.03.25 07:15:00";"18325.54";"2.18";"2024.03.25 13:00:00";"18233.91";"-199,75";"100456,58";"IST";"SL";"-199,75";"6,04";"5h 45m";"";"-0,00";"18233,91016";"-199,75";"-91,63";"100456,58";"18527,11914"
"976";"USATECHIDXUSD_ftmo";"Buy";"2024.03.25 18:00:00";"18299.31";"2.18";"2024.03.27 16:00:00";"18207.81";"-212,41";"100244,16";"IST";"SL";"-199,47";"192,90";"1d 22h 0m";"";"-12,94";"18207,81055";"-212,41";"-91,50";"100244,16";"18500,59961"
"978";"USATECHIDXUSD_ftmo";"Buy";"2024.03.27 21:45:00";"18266.56";"2.18";"2024.04.02 15:30:00";"18175.23";"-237,86";"100006,30";"IST";"SL";"-199,10";"275,62";"5d 17h 45m";"";"-38,76";"18175,23047";"-237,86";"-91,33";"100006,30";"18467,49023"
"977";"USATECHIDXUSD_ftmo";"Sell";"2024.03.27 21:45:00";"18278.87";"1.21";"2024.04.02 16:30:00";"18022.97";"320,29";"100326,59";"IST";"PT";"-139,78";"309,64";"5d 18h 45m";"";"10,65";"18443,38086";"320,29";"255,90";"100326,59";"18022,97070"
"982";"USATECHIDXUSD_ftmo";"Sell";"2024.04.03 17:00:00";"18156.30";"1.22";"2024.04.04 15:45:00";"18319.71";"-197,58";"100129,02";"IST";"SL";"-199,36";"72,44";"22h 45m";"";"1,78";"18319,71094";"-197,58";"-163,41";"100129,02";"17902,10938"
"991";"USATECHIDXUSD_ftmo";"Buy";"2024.04.04 21:15:00";"18158.83";"2.2";"2024.04.04 21:30:00";"18068.04";"-199,74";"99929,27";"IST";"SL";"-199,74";"0,00";"15m 0s";"";"-0,00";"18068,03906";"-199,74";"-90,79";"99929,27";"18358,58008"
"994";"USATECHIDXUSD_ftmo";"Sell";"2024.04.05 14:30:00";"17967.00";"1.23";"2024.04.05 18:00:00";"18128.70";"-198,89";"99730,38";"IST";"SL";"-198,89";"130,85";"3h 30m";"";"0,00";"18128,69922";"-198,89";"-161,70";"99730,38";"17715,46094"
"1063";"USATECHIDXUSD_ftmo";"Buy";"2024.04.09 10:30:00";"18104.38";"2.2";"2024.04.09 17:30:00";"18013.86";"-199,14";"99531,24";"IST";"SL";"-199,14";"236,64";"7h 0m";"";"-0,00";"18013,85938";"-199,14";"-90,52";"99531,24";"18303,52930"
"1064";"USATECHIDXUSD_ftmo";"Buy";"2024.04.09 19:45:00";"18099.68";"2.2";"2024.04.10 15:30:00";"18009.18";"-205,56";"99325,68";"IST";"SL";"-199,10";"394,33";"19h 45m";"";"-6,46";"18009,17969";"-205,56";"-90,50";"99325,68";"18298,77930"
"1069";"USATECHIDXUSD_ftmo";"Buy";"2024.04.11 17:15:00";"18017.89";"2.22";"2024.04.11 20:15:00";"18216.09";"440,00";"99765,69";"IST";"PT";"-52,42";"440,00";"3h 0m";"";"-0,00";"17927,80078";"440,00";"198,20";"99765,69";"18216,08984"
"1106";"USATECHIDXUSD_ftmo";"Buy";"2024.04.12 16:15:00";"18096.07";"2.21";"2024.04.12 19:30:00";"18005.59";"-199,96";"99565,73";"IST";"SL";"-199,96";"157,32";"3h 15m";"";"-0,00";"18005,58984";"-199,96";"-90,48";"99565,73";"18295,13086"
"1108";"USATECHIDXUSD_ftmo";"Buy";"2024.04.15 13:45:00";"18106.81";"2.2";"2024.04.15 17:30:00";"18016.28";"-199,17";"99366,56";"IST";"SL";"-199,17";"161,21";"3h 45m";"";"-0,00";"18016,27930";"-199,17";"-90,53";"99366,56";"18305,98047"
"1111";"USATECHIDXUSD_ftmo";"Buy";"2024.04.16 21:15:00";"17753.87";"2.25";"2024.04.17 09:00:00";"17665.10";"-206,21";"99160,34";"IST";"SL";"-199,73";"77,84";"11h 45m";"";"-6,48";"17665,09961";"-206,21";"-88,77";"99160,34";"17949,16016"
"1112";"USATECHIDXUSD_ftmo";"Buy";"2024.04.17 10:45:00";"17699.33";"2.25";"2024.04.17 17:45:00";"17610.83";"-199,12";"98961,22";"IST";"SL";"-199,13";"233,03";"7h 0m";"";"-0,00";"17610,83008";"-199,12";"-88,50";"98961,22";"17894,01953"
"1115";"USATECHIDXUSD_ftmo";"Sell";"2024.04.19 15:00:00";"17364.01";"1.27";"2024.04.19 19:00:00";"17120.91";"308,74";"99269,96";"IST";"PT";"-51,68";"308,74";"4h 0m";"";"0,00";"17520,28906";"308,74";"243,10";"99269,96";"17120,91016"
"1118";"USATECHIDXUSD_ftmo";"Buy";"2024.04.22 12:45:00";"17151.90";"2.33";"2024.04.22 17:15:00";"17066.14";"-199,82";"99070,14";"IST";"SL";"-199,82";"83,33";"4h 30m";"";"-0,00";"17066,14063";"-199,82";"-85,76";"99070,14";"17340,57031"
"1139";"USATECHIDXUSD_ftmo";"Sell";"2024.04.23 11:00:00";"17231.75";"1.28";"2024.04.23 16:45:00";"17386.84";"-198,52";"98871,63";"IST";"SL";"-198,52";"14,96";"5h 45m";"";"0,00";"17386,83984";"-198,52";"-155,09";"98871,63";"16990,50977"
"1189";"USATECHIDXUSD_ftmo";"Sell";"2024.04.24 16:45:00";"17653.53";"1.25";"2024.04.24 23:00:00";"17406.38";"308,94";"99180,56";"IST";"PT";"-7,81";"308,94";"6h 15m";"";"0,00";"17812,41016";"308,94";"247,15";"99180,56";"17406,38086"
"1196";"USATECHIDXUSD_ftmo";"Buy";"2024.04.25 21:30:00";"17372.13";"2.3";"2024.04.25 23:00:00";"17563.22";"439,51";"99620,07";"IST";"PT";"-19,93";"439,51";"1h 30m";"";"-0,00";"17285,26953";"439,51";"191,09";"99620,07";"17563,22070"
"1226";"USATECHIDXUSD_ftmo";"Sell";"2024.04.26 15:30:00";"17665.55";"1.25";"2024.04.26 21:00:00";"17750.64";"-106,36";"99513,70";"IST";"End Of Friday (Time)";"-135,80";"154,63";"5h 30m";"";"0,00";"17824,53906";"-106,36";"-85,09";"99513,70";"17418,23047"
"1268";"USATECHIDXUSD_ftmo";"Buy";"2024.04.29 22:00:00";"17693.66";"2.26";"2024.04.30 19:30:00";"17605.19";"-206,43";"99307,27";"IST";"SL";"-199,94";"252,53";"21h 30m";"";"-6,49";"17605,18945";"-206,43";"-88,47";"99307,27";"17888,28906"
"1270";"USATECHIDXUSD_ftmo";"Buy";"2024.05.01 21:30:00";"17427.34";"2.29";"2024.05.01 21:45:00";"17619.04";"438,99";"99746,27";"IST";"PT";"-179,05";"438,99";"15m 0s";"";"-0,00";"17340,19922";"438,99";"191,70";"99746,27";"17619,03906"
"1272";"USATECHIDXUSD_ftmo";"Buy";"2024.05.01 22:30:00";"17425.87";"2.29";"2024.05.01 22:45:00";"17338.74";"-199,53";"99546,74";"IST";"SL";"-199,53";"136,24";"15m 0s";"";"-0,00";"17338,74023";"-199,53";"-87,13";"99546,74";"17617,55078"
"1308";"USATECHIDXUSD_ftmo";"Buy";"2024.05.02 17:00:00";"17377.12";"2.3";"2024.05.02 22:00:00";"17568.27";"439,64";"99986,38";"IST";"PT";"-216,17";"439,64";"5h 0m";"";"-0,00";"17290,23047";"439,64";"191,15";"99986,38";"17568,26953"
"1335";"USATECHIDXUSD_ftmo";"Sell";"2024.05.03 15:30:00";"17719.26";"1.25";"2024.05.03 16:45:00";"17878.73";"-199,34";"99787,05";"IST";"SL";"-199,34";"0,00";"1h 15m";"";"0,00";"17878,73047";"-199,34";"-159,47";"99787,05";"17471,18945"
"1374";"USATECHIDXUSD_ftmo";"Sell";"2024.05.06 16:30:00";"17977.05";"1.23";"2024.05.07 17:45:00";"18138.84";"-197,23";"99589,82";"IST";"SL";"-199,00";"17,30";"1d 1h 15m";"";"1,78";"18138,83984";"-197,23";"-161,79";"99589,82";"17725,36914"
"1410";"USATECHIDXUSD_ftmo";"Buy";"2024.05.08 13:00:00";"18076.47";"2.21";"2024.05.08 15:30:00";"17986.09";"-199,74";"99390,09";"IST";"SL";"-199,74";"36,06";"2h 30m";"";"-0,00";"17986,08984";"-199,74";"-90,38";"99390,09";"18275,31055"
"1412";"USATECHIDXUSD_ftmo";"Buy";"2024.05.08 18:15:00";"18069.95";"2.21";"2024.05.10 21:00:00";"18155.20";"175,45";"99565,53";"IST";"End Of Friday (Time)";"-145,68";"398,03";"2d 2h 45m";"";"-12,96";"17979,59961";"175,45";"85,25";"99565,53";"18268,72070"
"1454";"USATECHIDXUSD_ftmo";"Buy";"2024.05.13 20:00:00";"18159.18";"2.2";"2024.05.15 15:30:00";"18358.93";"426,49";"99992,02";"IST";"PT";"-183,22";"439,45";"1d 19h 30m";"";"-12,96";"18068,38086";"426,49";"199,75";"99992,02";"18358,92969"
"1500";"USATECHIDXUSD_ftmo";"Sell";"2024.05.16 18:00:00";"18661.99";"1.19";"2024.05.17 21:00:00";"18527.43";"161,91";"100153,93";"IST";"End Of Friday (Time)";"-11,12";"169,21";"1d 3h 0m";"";"1,78";"18829,94922";"161,91";"134,56";"100153,93";"18400,72070"
"1539";"USATECHIDXUSD_ftmo";"Buy";"2024.05.20 16:00:00";"18557.79";"2.15";"2024.05.23 01:00:00";"18776.18";"450,12";"100604,05";"IST";"PT";"-18,88";"469,53";"2d 9h 0m";"";"-19,42";"18465,00000";"450,12";"218,39";"100604,05";"18761,92969"
"1538";"USATECHIDXUSD_ftmo";"Sell";"2024.05.20 16:45:00";"18625.66";"1.19";"2024.05.23 02:30:00";"18793.29";"-194,14";"100409,91";"IST";"SL";"-199,48";"38,81";"2d 9h 45m";"";"5,34";"18793,28906";"-194,14";"-167,63";"100409,91";"18364,90039"
"1575";"USATECHIDXUSD_ftmo";"Buy";"2024.05.23 17:45:00";"18741.90";"2.13";"2024.05.23 20:45:00";"18648.19";"-199,60";"100210,30";"IST";"SL";"-199,60";"252,68";"3h 0m";"";"-0,00";"18648,18945";"-199,60";"-93,71";"100210,30";"18948,06055"
"1578";"USATECHIDXUSD_ftmo";"Buy";"2024.05.24 16:45:00";"18697.11";"2.13";"2024.05.24 21:00:00";"18831.15";"285,51";"100495,80";"IST";"End Of Friday (Time)";"-74,10";"317,41";"4h 15m";"";"-0,00";"18603,61914";"285,51";"134,04";"100495,80";"18902,77930"
"1577";"USATECHIDXUSD_ftmo";"Sell";"2024.05.24 16:45:00";"18714.75";"1.18";"2024.05.24 21:00:00";"18832.55";"-139,00";"100356,80";"IST";"End Of Friday (Time)";"-156,68";"60,21";"4h 15m";"";"0,00";"18883,17969";"-139,00";"-117,80";"100356,80";"18452,74023"
"1608";"USATECHIDXUSD_ftmo";"Sell";"2024.05.27 16:30:00";"18824.35";"1.18";"2024.05.30 22:15:00";"18560.81";"316,33";"100673,13";"IST";"PT";"-104,33";"310,98";"3d 5h 45m";"";"5,35";"18993,76953";"316,33";"263,54";"100673,13";"18560,81055"
"1610";"USATECHIDXUSD_ftmo";"Sell";"2024.05.31 15:30:00";"18548.50";"1.19";"2024.05.31 18:00:00";"18288.82";"309,02";"100982,15";"IST";"PT";"-67,87";"309,02";"2h 30m";"";"0,00";"18715,43945";"309,02";"259,68";"100982,15";"18288,82031"
"1626";"USATECHIDXUSD_ftmo";"Sell";"2024.06.03 09:30:00";"18609.36";"1.19";"2024.06.05 15:45:00";"18776.84";"-195,75";"100786,41";"IST";"SL";"-199,30";"260,38";"2d 6h 15m";"";"3,56";"18776,83984";"-195,75";"-167,48";"100786,41";"18348,83008"
"1716";"USATECHIDXUSD_ftmo";"Buy";"2024.06.07 13:45:00";"19034.42";"2.1";"2024.06.07 15:30:00";"18939.25";"-199,86";"100586,55";"IST";"SL";"-199,86";"130,76";"1h 45m";"";"-0,00";"18939,25000";"-199,86";"-95,17";"100586,55";"19243,80078"
"1718";"USATECHIDXUSD_ftmo";"Buy";"2024.06.07 17:45:00";"19028.65";"2.1";"2024.06.07 21:00:00";"19076.47";"100,42";"100686,97";"IST";"End Of Friday (Time)";"-103,80";"186,93";"3h 15m";"";"-0,00";"18933,50977";"100,42";"47,82";"100686,97";"19237,97070"
"1720";"USATECHIDXUSD_ftmo";"Buy";"2024.06.10 17:30:00";"18998.45";"2.1";"2024.06.11 22:45:00";"19207.43";"432,39";"101119,35";"IST";"PT";"-71,18";"438,86";"1d 5h 15m";"";"-6,47";"18903,46094";"432,39";"208,98";"101119,35";"19207,42969"
"1719";"USATECHIDXUSD_ftmo";"Sell";"2024.06.10 18:30:00";"19059.63";"1.16";"2024.06.12 02:00:00";"19231.17";"-195,44";"100923,92";"IST";"SL";"-198,99";"108,66";"1d 7h 30m";"";"3,55";"19231,16992";"-195,44";"-171,54";"100923,92";"18792,80078"
"1748";"USATECHIDXUSD_ftmo";"Sell";"2024.06.12 15:15:00";"19271.62";"1.15";"2024.06.12 16:30:00";"19445.06";"-199,46";"100724,46";"IST";"SL";"-199,46";"14,26";"1h 15m";"";"0,00";"19445,06055";"-199,46";"-173,44";"100724,46";"19001,82031"
"1757";"USATECHIDXUSD_ftmo";"Sell";"2024.06.12 22:15:00";"19547.21";"1.13";"2024.06.14 21:00:00";"19638.30";"-99,39";"100625,08";"IST";"End Of Friday (Time)";"-124,69";"162,37";"1d 22h 45m";"";"3,55";"19723,13086";"-99,39";"-91,09";"100625,08";"19273,55078"
"1777";"USATECHIDXUSD_ftmo";"Sell";"2024.06.17 10:30:00";"19704.93";"1.12";"2024.06.17 20:15:00";"19882.27";"-198,62";"100426,45";"IST";"SL";"-198,62";"89,04";"9h 45m";"";"0,00";"19882,26953";"-198,62";"-177,34";"100426,45";"19429,06055"
"1864";"USATECHIDXUSD_ftmo";"Sell";"2024.06.20 04:30:00";"19973.85";"1.11";"2024.06.20 20:30:00";"19694.22";"310,39";"100736,84";"IST";"PT";"-123,81";"310,39";"16h 0m";"";"0,00";"20153,60938";"310,39";"279,63";"100736,84";"19694,22070"
"1879";"USATECHIDXUSD_ftmo";"Buy";"2024.06.24 09:15:00";"19728.90";"2.02";"2024.06.24 16:00:00";"19630.26";"-199,25";"100537,59";"IST";"SL";"-199,25";"50,49";"6h 45m";"";"-0,00";"19630,25977";"-199,25";"-98,64";"100537,59";"19945,91992"
"1881";"USATECHIDXUSD_ftmo";"Sell";"2024.06.25 12:30:00";"19572.27";"1.13";"2024.06.26 08:30:00";"19748.42";"-197,27";"100340,32";"IST";"SL";"-199,05";"51,38";"20h 0m";"";"1,78";"19748,41992";"-197,27";"-176,15";"100340,32";"19298,25977"
"1888";"USATECHIDXUSD_ftmo";"Sell";"2024.06.26 10:45:00";"19798.17";"1.12";"2024.06.28 17:00:00";"19976.35";"-196,00";"100144,32";"IST";"SL";"-199,56";"203,76";"2d 6h 15m";"";"3,56";"19976,34961";"-196,00";"-178,18";"100144,32";"19521,00000"
"1895";"USATECHIDXUSD_ftmo";"Buy";"2024.06.28 19:30:00";"19762.42";"2.02";"2024.06.28 21:00:00";"19795.12";"66,05";"100210,38";"IST";"End Of Friday (Time)";"-47,72";"127,20";"1h 30m";"";"-0,00";"19663,60938";"66,05";"32,70";"100210,38";"19979,81055"
"1900";"USATECHIDXUSD_ftmo";"Buy";"2024.07.01 20:15:00";"19749.11";"2.02";"2024.07.02 20:45:00";"19966.35";"432,35";"100642,73";"IST";"PT";"-160,97";"438,82";"1d 0h 30m";"";"-6,47";"19650,35938";"432,35";"217,24";"100642,73";"19966,34961"
"1923";"USATECHIDXUSD_ftmo";"Sell";"2024.07.03 11:45:00";"20032.65";"1.1";"2024.07.05 09:15:00";"20212.94";"-194,78";"100447,95";"IST";"SL";"-198,32";"74,87";"1d 21h 30m";"";"3,54";"20212,93945";"-194,78";"-180,29";"100447,95";"19752,18945"
