"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment";"Comm/Swap";"Stop Loss price level";"Profit/Loss";"Profit/Loss Pips";"Balance";"Profit Target price level"
"778";"USATECHIDXUSD_ftmo";"Buy";"2024.02.16 16:30:00";"17831.16";"1.24";"2024.02.16 17:00:00";"17670.68";"-199,00";"100488,33";"IST";"SL";"-199,00";"0,00";"30m 0s";"";"-0,00";"17670,67969";"-199,00";"-160,48";"100488,33";"18009,47070"
"902";"USATECHIDXUSD_ftmo";"Buy";"2024.02.26 02:00:00";"17917.63";"1.24";"2024.03.01 08:00:00";"18096.81";"207,77";"100696,09";"IST";"PT";"-164,06";"222,18";"4d 6h 0m";"";"-14,42";"17756,36914";"207,77";"179,18";"100696,09";"18096,81055"
"999";"USATECHIDXUSD_ftmo";"Buy";"2024.03.06 16:00:00";"18058.00";"1.23";"2024.03.07 10:00:00";"17895.48";"-203,50";"100492,59";"IST";"SL";"-199,90";"109,99";"18h 0m";"";"-3,60";"17895,48047";"-203,50";"-162,52";"100492,59";"18238,58008"
"1080";"USATECHIDXUSD_ftmo";"Buy";"2024.03.08 18:30:00";"18150.28";"1.22";"2024.03.08 21:00:00";"18028.63";"-148,41";"100344,18";"IST";"End Of Friday (Time)";"-189,42";"76,64";"2h 30m";"";"-0,00";"17986,92969";"-148,41";"-121,65";"100344,18";"18331,77930"
"1084";"USATECHIDXUSD_ftmo";"Buy";"2024.03.12 08:15:00";"18056.37";"1.23";"2024.03.13 09:00:00";"18236.93";"218,49";"100562,66";"IST";"PT";"-174,57";"222,09";"1d 0h 45m";"";"-3,60";"17893,85938";"218,49";"180,56";"100562,66";"18236,92969"
"1101";"USATECHIDXUSD_ftmo";"Buy";"2024.03.13 15:45:00";"18103.09";"1.22";"2024.03.14 21:00:00";"17940.16";"-202,36";"100360,30";"IST";"SL";"-198,77";"86,32";"1d 5h 15m";"";"-3,58";"17940,16016";"-202,36";"-162,93";"100360,30";"18284,11914"
"1102";"USATECHIDXUSD_ftmo";"Buy";"2024.03.18 12:30:00";"17941.46";"1.23";"2024.03.18 16:15:00";"18120.87";"220,67";"100580,98";"IST";"PT";"-2,65";"220,67";"3h 45m";"";"-0,00";"17779,99023";"220,67";"179,41";"100580,98";"18120,86914"
"1117";"USATECHIDXUSD_ftmo";"Buy";"2024.03.19 01:45:00";"17941.15";"1.23";"2024.03.20 20:00:00";"18120.56";"217,09";"100798,07";"IST";"PT";"-166,14";"220,67";"1d 18h 15m";"";"-3,58";"17779,67969";"217,09";"179,41";"100798,07";"18120,56055"
"1214";"USATECHIDXUSD_ftmo";"Buy";"2024.03.22 13:30:00";"18308.08";"1.21";"2024.03.22 21:00:00";"18360.80";"63,79";"100861,87";"IST";"End Of Friday (Time)";"-67,39";"100,39";"7h 30m";"";"-0,00";"18143,31055";"63,79";"52,72";"100861,87";"18491,16016"
"1217";"USATECHIDXUSD_ftmo";"Buy";"2024.03.25 02:30:00";"18350.32";"1.21";"2024.03.25 15:30:00";"18185.17";"-199,83";"100662,03";"IST";"SL";"-199,83";"17,21";"13h 0m";"";"-0,00";"18185,16992";"-199,83";"-165,15";"100662,03";"18533,82031"
"1218";"USATECHIDXUSD_ftmo";"Buy";"2024.03.25 19:45:00";"18316.14";"1.21";"2024.04.02 15:30:00";"18151.29";"-228,23";"100433,80";"IST";"SL";"-199,47";"92,99";"7d 19h 45m";"";"-28,76";"18151,28906";"-228,23";"-164,85";"100433,80";"18499,30078"
"1232";"USATECHIDXUSD_ftmo";"Buy";"2024.04.03 22:00:00";"18152.11";"1.22";"2024.04.04 15:45:00";"18333.63";"217,86";"100651,66";"IST";"PT";"-69,04";"221,45";"17h 45m";"";"-3,59";"17988,74023";"217,86";"181,52";"100651,66";"18333,63086"
"1246";"USATECHIDXUSD_ftmo";"Buy";"2024.04.04 21:15:00";"18177.22";"1.22";"2024.04.04 21:45:00";"18013.63";"-199,58";"100452,09";"IST";"SL";"-199,58";"0,00";"30m 0s";"";"-0,00";"18013,63086";"-199,58";"-163,59";"100452,09";"18358,99023"
"1247";"USATECHIDXUSD_ftmo";"Buy";"2024.04.05 18:00:00";"18103.76";"1.22";"2024.04.05 21:00:00";"18090.35";"-16,36";"100435,73";"IST";"End Of Friday (Time)";"-78,24";"130,48";"3h 0m";"";"-0,00";"17940,83008";"-16,36";"-13,41";"100435,73";"18284,80078"
"1251";"USATECHIDXUSD_ftmo";"Buy";"2024.04.08 03:15:00";"18090.51";"1.22";"2024.04.10 15:15:00";"18271.42";"213,55";"100649,27";"IST";"PT";"-147,04";"220,71";"2d 12h 0m";"";"-7,16";"17927,69922";"213,55";"180,91";"100649,27";"18271,41992"
"1252";"USATECHIDXUSD_ftmo";"Buy";"2024.04.10 15:30:00";"18137.09";"1.22";"2024.04.10 15:30:00";"17973.86";"-199,14";"100450,13";"IST";"SL";"-330,87";"0,00";"0s";"";"-0,00";"17973,85938";"-199,14";"-163,23";"100450,13";"18318,46094"
"1253";"USATECHIDXUSD_ftmo";"Buy";"2024.04.11 16:00:00";"18067.66";"1.22";"2024.04.11 20:30:00";"18248.34";"220,43";"100670,56";"IST";"PT";"-89,53";"220,43";"4h 30m";"";"-0,00";"17905,05078";"220,43";"180,68";"100670,56";"18248,33984"
"1294";"USATECHIDXUSD_ftmo";"Buy";"2024.04.12 16:00:00";"18120.34";"1.22";"2024.04.12 20:15:00";"17957.26";"-198,96";"100471,60";"IST";"SL";"-198,96";"57,24";"4h 15m";"";"-0,00";"17957,25977";"-198,96";"-163,08";"100471,60";"18301,53906"
"1297";"USATECHIDXUSD_ftmo";"Buy";"2024.04.15 16:30:00";"18160.12";"1.22";"2024.04.15 18:00:00";"17996.68";"-199,40";"100272,21";"IST";"SL";"-199,40";"0,00";"1h 30m";"";"-0,00";"17996,67969";"-199,40";"-163,44";"100272,21";"18341,72070"
"1298";"USATECHIDXUSD_ftmo";"Buy";"2024.04.17 13:00:00";"17754.56";"1.25";"2024.04.17 18:30:00";"17594.77";"-199,74";"100072,47";"IST";"SL";"-199,74";"60,42";"5h 30m";"";"-0,00";"17594,76953";"-199,74";"-159,79";"100072,47";"17932,10938"
"1306";"USATECHIDXUSD_ftmo";"Buy";"2024.04.23 02:00:00";"17167.54";"1.29";"2024.04.23 16:45:00";"17339.22";"221,47";"100293,94";"IST";"PT";"-29,61";"221,47";"14h 45m";"";"-0,00";"17013,02930";"221,47";"171,68";"100293,94";"17339,22070"
"1380";"USATECHIDXUSD_ftmo";"Buy";"2024.04.25 22:15:00";"17441.13";"1.27";"2024.04.25 23:00:00";"17615.54";"221,50";"100515,44";"IST";"PT";"-43,80";"221,50";"45m 0s";"";"-0,00";"17284,16016";"221,50";"174,41";"100515,44";"17615,53906"
"1487";"USATECHIDXUSD_ftmo";"Buy";"2024.04.29 22:00:00";"17706.95";"1.25";"2024.04.30 22:15:00";"17547.59";"-202,79";"100312,65";"IST";"SL";"-199,20";"123,06";"1d 0h 15m";"";"-3,59";"17547,58984";"-202,79";"-159,36";"100312,65";"17884,01953"
"1488";"USATECHIDXUSD_ftmo";"Buy";"2024.05.01 21:45:00";"17542.02";"1.26";"2024.05.01 22:45:00";"17384.14";"-198,93";"100113,72";"IST";"SL";"-198,93";"168,96";"1h 0m";"";"-0,00";"17384,14063";"-198,93";"-157,88";"100113,72";"17717,43945"
"1507";"USATECHIDXUSD_ftmo";"Buy";"2024.05.02 16:30:00";"17419.47";"1.27";"2024.05.03 01:00:00";"17615.49";"245,36";"100359,08";"IST";"PT";"-173,15";"248,94";"8h 30m";"";"-3,59";"17262,68945";"245,36";"196,02";"100359,08";"17593,66016"
"1704";"USATECHIDXUSD_ftmo";"Buy";"2024.05.08 14:00:00";"18073.40";"1.22";"2024.05.10 21:00:00";"18155.20";"92,64";"100451,72";"IST";"End Of Friday (Time)";"-131,34";"215,52";"2d 7h 0m";"";"-7,15";"17910,74023";"92,64";"81,80";"100451,72";"18254,13086"
"1761";"USATECHIDXUSD_ftmo";"Buy";"2024.05.13 20:00:00";"18164.32";"1.22";"2024.05.15 15:30:00";"18345.96";"214,41";"100666,13";"IST";"PT";"-107,87";"221,60";"1d 19h 30m";"";"-7,19";"18000,83984";"214,41";"181,64";"100666,13";"18345,96094"
"1868";"USATECHIDXUSD_ftmo";"Buy";"2024.05.17 10:00:00";"18559.17";"1.19";"2024.05.17 21:00:00";"18526.03";"-39,44";"100626,70";"IST";"End Of Friday (Time)";"-48,52";"40,03";"11h 0m";"";"-0,00";"18392,14063";"-39,44";"-33,14";"100626,70";"18744,75977"
